fish_id,station,dist_mean,dist_sd,dist_var_coef,step_mean,step_max,temperature,shift_duration,shift,day,shift_id
EM0005,TOR05,107.59,2.89,0.03,3.44,9.62,14.58,2,"[11,13)",19/01/2022,"2022-01-19 [11,13)"
EM0001,TOR05,100.7,16.16,0.16,13.9,32.58,14.473,2,"[11,13)",19/01/2022,"2022-01-19 [11,13)"
EM0003,TOR05,123.1,10.17,0.08,4.91,10.42,14.544,2,"[11,13)",19/01/2022,"2022-01-19 [11,13)"
EM0002,TOR05,81.1,NA,NA,7.7,7.7,14.6,2,"[11,13)",19/01/2022,"2022-01-19 [11,13)"
EM0006,TOR05,57.22,13.17,0.23,6.55,63.86,14.547,5,"[13,18)",19/01/2022,"2022-01-19 [13,18)"
EM0007,TOR04,113.39,32.42,0.29,14.65,79.62,14.469,5,"[13,18)",19/01/2022,"2022-01-19 [13,18)"
EM0003,TOR05,111.61,23.89,0.21,8.38,33.32,14.514,5,"[13,18)",19/01/2022,"2022-01-19 [13,18)"
EM0004,TOR05,50.91,13.29,0.26,8.66,35.5,14.554,5,"[13,18)",19/01/2022,"2022-01-19 [13,18)"
EM0005,TOR05,115.67,26.47,0.23,9.97,37.1,14.534,5,"[13,18)",19/01/2022,"2022-01-19 [13,18)"
EM0001,TOR04,102.22,35.05,0.34,24.24,109.96,14.477,5,"[13,18)",19/01/2022,"2022-01-19 [13,18)"
EM0002,TOR05,71.86,17.34,0.24,11.54,58.12,14.532,5,"[13,18)",19/01/2022,"2022-01-19 [13,18)"
EM0006,TOR05,72.85,2.01,0.03,1.85,8.88,14.529,4,"[19,23)",19/01/2022,"2022-01-19 [19,23)"
EM0004,TOR05,62.87,2.7,0.04,2.87,11.49,14.533,4,"[19,23)",19/01/2022,"2022-01-19 [19,23)"
EM0001,TOR04,107,20.07,0.19,10,35.6,14.433,4,"[19,23)",19/01/2022,"2022-01-19 [19,23)"
EM0005,TOR05,102.04,4.05,0.04,4.88,11.13,14.514,4,"[19,23)",19/01/2022,"2022-01-19 [19,23)"
EM0003,TOR05,120.55,17.22,0.14,6.5,13.66,14.514,4,"[19,23)",19/01/2022,"2022-01-19 [19,23)"
EM0007,TOR04,115.49,24.12,0.21,13.49,27.31,14.413,4,"[19,23)",19/01/2022,"2022-01-19 [19,23)"
EM0002,TOR05,65.89,9.25,0.14,8.24,21.86,14.564,4,"[19,23)",19/01/2022,"2022-01-19 [19,23)"
EM0007,TOR04,109.34,16.89,0.15,2.49,18.42,14.38,3,"[8,11)",20/01/2022,"2022-01-20 [8,11)"
EM0006,TOR05,66.75,6.61,0.1,6.69,16.96,14.533,3,"[8,11)",20/01/2022,"2022-01-20 [8,11)"
EM0003,TOR05,125.82,1.86,0.01,1.83,6.47,14.555,3,"[8,11)",20/01/2022,"2022-01-20 [8,11)"
EM0004,TOR05,58.67,4.36,0.07,4.69,10.79,14.531,3,"[8,11)",20/01/2022,"2022-01-20 [8,11)"
EM0005,TOR05,109.64,4.43,0.04,3.66,17.48,14.525,3,"[8,11)",20/01/2022,"2022-01-20 [8,11)"
EM0002,TOR05,83.47,10.48,0.13,7.52,39.1,14.55,3,"[8,11)",20/01/2022,"2022-01-20 [8,11)"
EM0001,TOR04,107.22,17.96,0.17,10.19,54.02,14.405,3,"[8,11)",20/01/2022,"2022-01-20 [8,11)"
EM0002,TOR05,64.04,NA,NA,9.83,9.83,14.5,2,"[11,13)",20/01/2022,"2022-01-20 [11,13)"
EM0003,TOR05,114.02,16.86,0.15,4.98,15.49,14.46,2,"[11,13)",20/01/2022,"2022-01-20 [11,13)"
EM0007,TOR04,106.81,24.92,0.23,4.12,10.99,14.406,2,"[11,13)",20/01/2022,"2022-01-20 [11,13)"
EM0005,TOR05,112.38,2.13,0.02,2.03,7.31,14.5,2,"[11,13)",20/01/2022,"2022-01-20 [11,13)"
EM0001,TOR04,109.99,11.65,0.11,6.72,42.77,14.445,2,"[11,13)",20/01/2022,"2022-01-20 [11,13)"
EM0004,TOR05,56.83,7.09,0.12,7.85,17.36,14.5,2,"[11,13)",20/01/2022,"2022-01-20 [11,13)"
EM0006,TOR05,63.02,6.1,0.1,3.81,15.92,14.5,2,"[11,13)",20/01/2022,"2022-01-20 [11,13)"
EM0006,TOR05,62.96,6.21,0.1,4.24,14.06,14.484,5,"[13,18)",20/01/2022,"2022-01-20 [13,18)"
EM0003,TOR05,115.28,16.76,0.15,5.89,24.53,14.465,5,"[13,18)",20/01/2022,"2022-01-20 [13,18)"
EM0001,TOR05,95.57,22.3,0.23,10.39,57.57,14.438,5,"[13,18)",20/01/2022,"2022-01-20 [13,18)"
EM0005,TOR05,106.26,6.62,0.06,5.34,23.19,14.488,5,"[13,18)",20/01/2022,"2022-01-20 [13,18)"
EM0007,TOR05,117.49,19.45,0.17,3.05,17.86,14.442,5,"[13,18)",20/01/2022,"2022-01-20 [13,18)"
EM0004,TOR05,59.36,9.02,0.15,7.75,25.68,14.485,5,"[13,18)",20/01/2022,"2022-01-20 [13,18)"
EM0002,TOR05,85.39,6.92,0.08,5.24,28.31,14.483,5,"[13,18)",20/01/2022,"2022-01-20 [13,18)"
EM0006,TOR05,68.37,20.29,0.3,10.14,32.65,14.512,4,"[19,23)",20/01/2022,"2022-01-20 [19,23)"
EM0005,TOR05,107.79,4.23,0.04,4.48,15,14.522,4,"[19,23)",20/01/2022,"2022-01-20 [19,23)"
EM0007,TOR05,123.97,2.96,0.02,3.18,8.12,14.506,4,"[19,23)",20/01/2022,"2022-01-20 [19,23)"
EM0001,TOR04,106.92,19.08,0.18,4.9,19.65,14.427,4,"[19,23)",20/01/2022,"2022-01-20 [19,23)"
EM0004,TOR05,59.13,7.28,0.12,5.53,19.58,14.514,4,"[19,23)",20/01/2022,"2022-01-20 [19,23)"
EM0003,TOR05,125.91,3.95,0.03,4.79,12.47,14.517,4,"[19,23)",20/01/2022,"2022-01-20 [19,23)"
EM0002,TOR05,75.37,20.68,0.27,10.27,40.42,14.514,4,"[19,23)",20/01/2022,"2022-01-20 [19,23)"
EM0005,TOR05,102.52,4.71,0.05,3.25,19.12,14.4,3,"[8,11)",21/01/2022,"2022-01-21 [8,11)"
EM0001,TOR04,99.03,22.24,0.22,10.49,67.18,14.333,3,"[8,11)",21/01/2022,"2022-01-21 [8,11)"
EM0006,TOR05,62.79,7.88,0.13,5.88,25.13,14.4,3,"[8,11)",21/01/2022,"2022-01-21 [8,11)"
EM0004,TOR05,55.27,8.35,0.15,7.45,25.84,14.4,3,"[8,11)",21/01/2022,"2022-01-21 [8,11)"
EM0007,TOR04,122.37,26.75,0.22,9.46,34.9,14.347,3,"[8,11)",21/01/2022,"2022-01-21 [8,11)"
EM0003,TOR05,119,14.39,0.12,2.99,6.03,14.38,3,"[8,11)",21/01/2022,"2022-01-21 [8,11)"
EM0002,TOR05,90.76,1.89,0.02,3.01,5.74,14.4,3,"[8,11)",21/01/2022,"2022-01-21 [8,11)"
EM0006,TOR05,51.97,15.92,0.31,10.53,48.31,14.4,2,"[11,13)",21/01/2022,"2022-01-21 [11,13)"
EM0004,TOR05,64.24,8.59,0.13,6.64,31.07,14.4,2,"[11,13)",21/01/2022,"2022-01-21 [11,13)"
EM0003,TOR05,110.35,21.09,0.19,8.36,18.99,14.367,2,"[11,13)",21/01/2022,"2022-01-21 [11,13)"
EM0001,TOR04,101.17,24.62,0.24,15.68,36.03,14.333,2,"[11,13)",21/01/2022,"2022-01-21 [11,13)"
EM0007,TOR05,126.77,21.26,0.17,7.13,32.1,14.377,2,"[11,13)",21/01/2022,"2022-01-21 [11,13)"
EM0002,TOR05,85.06,15.44,0.18,13.48,42.17,14.4,2,"[11,13)",21/01/2022,"2022-01-21 [11,13)"
EM0005,TOR05,115.83,14.06,0.12,6.06,26.28,14.4,2,"[11,13)",21/01/2022,"2022-01-21 [11,13)"
EM0007,TOR05,126.98,22.56,0.18,7.14,30.94,14.424,5,"[13,18)",21/01/2022,"2022-01-21 [13,18)"
EM0006,TOR05,57.66,10.27,0.18,6.52,26.18,14.472,5,"[13,18)",21/01/2022,"2022-01-21 [13,18)"
EM0005,TOR05,107.15,8.84,0.08,6.23,34.99,14.471,5,"[13,18)",21/01/2022,"2022-01-21 [13,18)"
EM0003,TOR05,129.35,3.79,0.03,3.83,11.95,14.471,5,"[13,18)",21/01/2022,"2022-01-21 [13,18)"
EM0004,TOR05,65.87,13.86,0.21,8.93,25.32,14.459,5,"[13,18)",21/01/2022,"2022-01-21 [13,18)"
EM0001,TOR04,104.2,18.28,0.18,6.15,55.23,14.429,5,"[13,18)",21/01/2022,"2022-01-21 [13,18)"
EM0002,TOR05,75.78,15.51,0.2,9.34,36.15,14.494,5,"[13,18)",21/01/2022,"2022-01-21 [13,18)"
EM0006,TOR05,73.1,18.76,0.26,9.28,32.95,14.374,4,"[19,23)",21/01/2022,"2022-01-21 [19,23)"
EM0003,TOR05,129.13,2.71,0.02,3.02,8.55,14.364,4,"[19,23)",21/01/2022,"2022-01-21 [19,23)"
EM0007,TOR05,124.49,20.37,0.16,8.51,28.61,14.345,4,"[19,23)",21/01/2022,"2022-01-21 [19,23)"
EM0004,TOR05,63.18,10.19,0.16,7.79,23.25,14.375,4,"[19,23)",21/01/2022,"2022-01-21 [19,23)"
EM0005,TOR05,111.65,6.28,0.06,5.91,14.57,14.365,4,"[19,23)",21/01/2022,"2022-01-21 [19,23)"
EM0002,TOR05,65.69,19.47,0.3,15.12,42.33,14.383,4,"[19,23)",21/01/2022,"2022-01-21 [19,23)"
EM0001,TOR04,108.95,21.45,0.2,10.28,25.12,14.286,4,"[19,23)",21/01/2022,"2022-01-21 [19,23)"
EM0006,TOR05,66.34,8.03,0.12,7.47,31.19,14.35,3,"[8,11)",22/01/2022,"2022-01-22 [8,11)"
EM0007,TOR05,134.84,6.16,0.05,3.51,11.81,14.336,3,"[8,11)",22/01/2022,"2022-01-22 [8,11)"
EM0004,TOR05,57.25,4.07,0.07,2.4,5.39,14.327,3,"[8,11)",22/01/2022,"2022-01-22 [8,11)"
EM0001,TOR05,91.24,13.31,0.15,8.51,34.11,14.335,3,"[8,11)",22/01/2022,"2022-01-22 [8,11)"
EM0005,TOR05,112.77,NA,NA,3.52,3.52,14.3,3,"[8,11)",22/01/2022,"2022-01-22 [8,11)"
EM0003,TOR05,124.91,2.25,0.02,2.17,6.27,14.363,3,"[8,11)",22/01/2022,"2022-01-22 [8,11)"
EM0002,TOR05,93.73,NA,NA,3.66,3.66,14.4,3,"[8,11)",22/01/2022,"2022-01-22 [8,11)"
EM0006,TOR05,56.82,12.7,0.22,9.06,41.79,14.4,2,"[11,13)",22/01/2022,"2022-01-22 [11,13)"
EM0001,TOR05,104.33,20.77,0.2,5.7,33.89,14.35,2,"[11,13)",22/01/2022,"2022-01-22 [11,13)"
EM0004,TOR05,58.47,5.75,0.1,2.98,6.69,14.4,2,"[11,13)",22/01/2022,"2022-01-22 [11,13)"
EM0007,TOR05,133.59,3.98,0.03,6.75,10.41,14.4,2,"[11,13)",22/01/2022,"2022-01-22 [11,13)"
EM0005,TOR05,108.55,2.01,0.02,2.82,2.85,14.4,2,"[11,13)",22/01/2022,"2022-01-22 [11,13)"
EM0004,TOR05,60.1,8.67,0.14,6.13,18.41,14.4,5,"[13,18)",22/01/2022,"2022-01-22 [13,18)"
EM0006,TOR05,56.35,14.3,0.25,7.96,44.82,14.4,5,"[13,18)",22/01/2022,"2022-01-22 [13,18)"
EM0001,TOR05,98.64,23.26,0.24,9.04,51.47,14.348,5,"[13,18)",22/01/2022,"2022-01-22 [13,18)"
EM0007,TOR05,121.82,20.7,0.17,2.89,13.05,14.358,5,"[13,18)",22/01/2022,"2022-01-22 [13,18)"
EM0003,TOR05,114.83,13.45,0.12,2.76,7.02,14.376,5,"[13,18)",22/01/2022,"2022-01-22 [13,18)"
EM0005,TOR05,107.82,4.44,0.04,3.1,14.76,14.4,5,"[13,18)",22/01/2022,"2022-01-22 [13,18)"
EM0002,TOR05,86.56,12.75,0.15,6.96,32.63,14.4,5,"[13,18)",22/01/2022,"2022-01-22 [13,18)"
EM0002,TOR05,68.79,19.44,0.28,12.09,38.5,14.4,4,"[19,23)",22/01/2022,"2022-01-22 [19,23)"
EM0004,TOR05,61.47,8.9,0.14,7.94,19.72,14.4,4,"[19,23)",22/01/2022,"2022-01-22 [19,23)"
EM0006,TOR05,66.08,16.75,0.25,10.03,39.53,14.4,4,"[19,23)",22/01/2022,"2022-01-22 [19,23)"
EM0007,TOR04,116.16,29.82,0.26,12.14,28.4,14.278,4,"[19,23)",22/01/2022,"2022-01-22 [19,23)"
EM0005,TOR05,109.01,5.49,0.05,4.71,16.71,14.4,4,"[19,23)",22/01/2022,"2022-01-22 [19,23)"
EM0001,TOR05,106.64,17.34,0.16,7.38,20.05,14.3,4,"[19,23)",22/01/2022,"2022-01-22 [19,23)"
EM0003,TOR05,112.05,9.48,0.08,4.31,14.05,14.39,4,"[19,23)",22/01/2022,"2022-01-22 [19,23)"
EM0006,TOR05,65.95,8.44,0.13,6.81,32.23,14.3,3,"[8,11)",23/01/2022,"2022-01-23 [8,11)"
EM0002,TOR05,88.2,1.96,0.02,1.96,8.21,14.3,3,"[8,11)",23/01/2022,"2022-01-23 [8,11)"
EM0004,TOR05,55.84,3.71,0.07,3.18,11.4,14.3,3,"[8,11)",23/01/2022,"2022-01-23 [8,11)"
EM0003,TOR05,112.35,7.34,0.07,3.35,14.3,14.292,3,"[8,11)",23/01/2022,"2022-01-23 [8,11)"
EM0005,TOR05,105.1,4.4,0.04,3.27,9.31,14.3,3,"[8,11)",23/01/2022,"2022-01-23 [8,11)"
EM0001,TOR05,114.73,14.79,0.13,7.09,24.25,14.271,3,"[8,11)",23/01/2022,"2022-01-23 [8,11)"
EM0007,TOR05,130.67,8.3,0.06,3.17,27.59,14.3,3,"[8,11)",23/01/2022,"2022-01-23 [8,11)"
EM0003,TOR05,116.69,6.33,0.05,1.84,6.8,14.386,2,"[11,13)",23/01/2022,"2022-01-23 [11,13)"
EM0006,TOR05,54.35,3.54,0.07,2.15,18.78,14.392,2,"[11,13)",23/01/2022,"2022-01-23 [11,13)"
EM0007,TOR05,130.51,3.66,0.03,4.23,15.9,14.386,2,"[11,13)",23/01/2022,"2022-01-23 [11,13)"
EM0005,TOR05,106.15,5.38,0.05,6.48,20.59,14.389,2,"[11,13)",23/01/2022,"2022-01-23 [11,13)"
EM0001,TOR05,130.81,8.49,0.06,3.59,19.3,14.382,2,"[11,13)",23/01/2022,"2022-01-23 [11,13)"
EM0004,TOR05,58.3,4.43,0.08,4.27,13.88,14.4,2,"[11,13)",23/01/2022,"2022-01-23 [11,13)"
EM0002,TOR05,89.86,3.16,0.04,3,6.68,14.4,2,"[11,13)",23/01/2022,"2022-01-23 [11,13)"
EM0003,TOR05,123.58,3.9,0.03,3.88,12.9,14.4,5,"[13,18)",23/01/2022,"2022-01-23 [13,18)"
EM0004,TOR05,57.43,8.34,0.15,4.44,12.53,14.4,5,"[13,18)",23/01/2022,"2022-01-23 [13,18)"
EM0006,TOR05,53.92,7.15,0.13,4.53,21.96,14.4,5,"[13,18)",23/01/2022,"2022-01-23 [13,18)"
EM0005,TOR05,109.84,7.07,0.06,5.38,32.44,14.4,5,"[13,18)",23/01/2022,"2022-01-23 [13,18)"
EM0007,TOR05,132.62,19.26,0.15,4.81,20.13,14.391,5,"[13,18)",23/01/2022,"2022-01-23 [13,18)"
EM0002,TOR05,88.45,5.71,0.06,4.42,24.6,14.4,5,"[13,18)",23/01/2022,"2022-01-23 [13,18)"
EM0001,TOR05,93.13,18.14,0.19,8.57,29.38,14.358,5,"[13,18)",23/01/2022,"2022-01-23 [13,18)"
EM0006,TOR05,72.13,19.82,0.27,10.21,44.48,14.4,4,"[19,23)",23/01/2022,"2022-01-23 [19,23)"
EM0004,TOR05,64.63,7.42,0.11,7.03,18.22,14.4,4,"[19,23)",23/01/2022,"2022-01-23 [19,23)"
EM0007,TOR05,116.34,28.35,0.24,12.57,41.28,14.336,4,"[19,23)",23/01/2022,"2022-01-23 [19,23)"
EM0001,TOR04,109.74,21.36,0.19,11.25,56.51,14.332,4,"[19,23)",23/01/2022,"2022-01-23 [19,23)"
EM0002,TOR05,67.44,16.35,0.24,10.44,47.9,14.4,4,"[19,23)",23/01/2022,"2022-01-23 [19,23)"
EM0003,TOR05,127.34,2.93,0.02,3.66,10.88,14.4,4,"[19,23)",23/01/2022,"2022-01-23 [19,23)"
EM0005,TOR05,109.98,6.95,0.06,5.41,27.67,14.4,4,"[19,23)",23/01/2022,"2022-01-23 [19,23)"
EM0001,TOR05,92.41,21.78,0.24,14.48,54.9,14.329,3,"[8,11)",24/01/2022,"2022-01-24 [8,11)"
EM0006,TOR05,60.42,11.45,0.19,3.38,20.02,14.338,3,"[8,11)",24/01/2022,"2022-01-24 [8,11)"
EM0005,TOR05,108.53,8.7,0.08,7.46,26.84,14.339,3,"[8,11)",24/01/2022,"2022-01-24 [8,11)"
EM0002,TOR05,88.52,9.29,0.1,5.68,35.9,14.339,3,"[8,11)",24/01/2022,"2022-01-24 [8,11)"
EM0003,TOR05,127.72,4.02,0.03,3.47,7.58,14.344,3,"[8,11)",24/01/2022,"2022-01-24 [8,11)"
EM0004,TOR05,46.71,20.49,0.44,13.96,51.65,14.33,3,"[8,11)",24/01/2022,"2022-01-24 [8,11)"
EM0007,TOR04,108.18,12.27,0.11,7.2,28.62,14.222,3,"[8,11)",24/01/2022,"2022-01-24 [8,11)"
EM0001,TOR05,108.92,19.89,0.18,18.76,61.24,14.325,2,"[11,13)",24/01/2022,"2022-01-24 [11,13)"
EM0003,TOR05,119.19,18.21,0.15,15.61,42.86,14.35,2,"[11,13)",24/01/2022,"2022-01-24 [11,13)"
EM0006,TOR05,56.62,5.3,0.09,6.22,20.14,14.376,2,"[11,13)",24/01/2022,"2022-01-24 [11,13)"
EM0007,TOR05,124.12,27.78,0.22,13.09,34.54,14.305,2,"[11,13)",24/01/2022,"2022-01-24 [11,13)"
EM0004,TOR05,57.51,20.01,0.35,14.34,50.64,14.388,2,"[11,13)",24/01/2022,"2022-01-24 [11,13)"
EM0005,TOR05,108.28,14.64,0.14,15.87,37.42,14.379,2,"[11,13)",24/01/2022,"2022-01-24 [11,13)"
EM0002,TOR05,85.94,14.64,0.17,11.68,28.39,14.382,2,"[11,13)",24/01/2022,"2022-01-24 [11,13)"
EM0007,TOR05,127.82,22.89,0.18,6.1,28.72,14.283,5,"[13,18)",24/01/2022,"2022-01-24 [13,18)"
EM0005,TOR05,107.79,7.35,0.07,5.75,28.98,14.3,5,"[13,18)",24/01/2022,"2022-01-24 [13,18)"
EM0002,TOR05,76.66,15.98,0.21,11.04,45.46,14.3,5,"[13,18)",24/01/2022,"2022-01-24 [13,18)"
EM0003,TOR05,126.99,3.65,0.03,4.19,13.7,14.3,5,"[13,18)",24/01/2022,"2022-01-24 [13,18)"
EM0006,TOR05,56.05,10.04,0.18,5.77,49.94,14.3,5,"[13,18)",24/01/2022,"2022-01-24 [13,18)"
EM0004,TOR05,70.99,14.05,0.2,13.31,32.62,14.3,5,"[13,18)",24/01/2022,"2022-01-24 [13,18)"
EM0001,TOR05,113.97,20.74,0.18,19.33,56.64,14.3,5,"[13,18)",24/01/2022,"2022-01-24 [13,18)"
EM0006,TOR05,78.29,15.86,0.2,7.64,26.88,14.3,4,"[19,23)",24/01/2022,"2022-01-24 [19,23)"
EM0001,TOR05,125.02,18.96,0.15,12.45,27.99,14.29,4,"[19,23)",24/01/2022,"2022-01-24 [19,23)"
EM0005,TOR05,107.73,5.5,0.05,5.91,19.56,14.3,4,"[19,23)",24/01/2022,"2022-01-24 [19,23)"
EM0002,TOR05,66.16,23.69,0.36,12.07,59.31,14.3,4,"[19,23)",24/01/2022,"2022-01-24 [19,23)"
EM0003,TOR05,127.7,4.82,0.04,5.33,13.29,14.3,4,"[19,23)",24/01/2022,"2022-01-24 [19,23)"
EM0004,TOR05,71.65,8.16,0.11,9.13,39.93,14.3,4,"[19,23)",24/01/2022,"2022-01-24 [19,23)"
EM0007,TOR05,124.02,29.07,0.23,15.55,30.84,14.26,4,"[19,23)",24/01/2022,"2022-01-24 [19,23)"
EM0001,TOR04,100.33,17.18,0.17,10.04,39.77,14.137,3,"[8,11)",25/01/2022,"2022-01-25 [8,11)"
EM0003,TOR05,126.17,21.29,0.17,10.09,71.05,14.195,3,"[8,11)",25/01/2022,"2022-01-25 [8,11)"
EM0006,TOR05,54.38,4.39,0.08,2.68,9.75,14.2,3,"[8,11)",25/01/2022,"2022-01-25 [8,11)"
EM0005,TOR05,109.4,10.61,0.1,4.74,28.73,14.2,3,"[8,11)",25/01/2022,"2022-01-25 [8,11)"
EM0007,TOR05,117.96,38.18,0.32,13.24,41.22,14.152,3,"[8,11)",25/01/2022,"2022-01-25 [8,11)"
EM0002,TOR05,88.22,6.95,0.08,6.05,25.49,14.2,3,"[8,11)",25/01/2022,"2022-01-25 [8,11)"
EM0004,TOR05,54.13,3.84,0.07,4.13,8.99,14.2,3,"[8,11)",25/01/2022,"2022-01-25 [8,11)"
EM0002,TOR05,91.12,8.11,0.09,6.98,31.91,14.214,2,"[11,13)",25/01/2022,"2022-01-25 [11,13)"
EM0004,TOR05,48.58,8.19,0.17,6.71,25.99,14.216,2,"[11,13)",25/01/2022,"2022-01-25 [11,13)"
EM0006,TOR05,52.65,4.34,0.08,2.8,12.19,14.217,2,"[11,13)",25/01/2022,"2022-01-25 [11,13)"
EM0005,TOR05,109.27,10.21,0.09,7.59,32.76,14.22,2,"[11,13)",25/01/2022,"2022-01-25 [11,13)"
EM0001,TOR05,118.63,17.83,0.15,17.45,69.2,14.214,2,"[11,13)",25/01/2022,"2022-01-25 [11,13)"
EM0007,TOR04,111.47,27.31,0.25,12.61,38.12,14.15,2,"[11,13)",25/01/2022,"2022-01-25 [11,13)"
EM0003,TOR05,119.67,14.49,0.12,13.43,53.96,14.221,2,"[11,13)",25/01/2022,"2022-01-25 [11,13)"
EM0006,TOR05,53.61,2.4,0.04,2.27,7.96,14.247,5,"[13,18)",25/01/2022,"2022-01-25 [13,18)"
EM0002,TOR05,87.67,14.46,0.16,7.03,41.31,14.238,5,"[13,18)",25/01/2022,"2022-01-25 [13,18)"
EM0005,TOR05,106.32,7.68,0.07,5.06,29.91,14.248,5,"[13,18)",25/01/2022,"2022-01-25 [13,18)"
EM0004,TOR05,53.99,9.36,0.17,8.31,57.21,14.252,5,"[13,18)",25/01/2022,"2022-01-25 [13,18)"
EM0003,TOR05,119.07,26.21,0.22,16.49,120.54,14.24,5,"[13,18)",25/01/2022,"2022-01-25 [13,18)"
EM0007,TOR05,135.03,6.73,0.05,12.38,18.92,14.3,5,"[13,18)",25/01/2022,"2022-01-25 [13,18)"
EM0001,TOR05,91.37,3.07,0.03,2.86,33.55,14.24,5,"[13,18)",25/01/2022,"2022-01-25 [13,18)"
EM0006,TOR05,75.31,18.35,0.24,9.38,36.35,14.204,4,"[19,23)",25/01/2022,"2022-01-25 [19,23)"
EM0005,TOR05,107.99,5.27,0.05,5.58,16.62,14.206,4,"[19,23)",25/01/2022,"2022-01-25 [19,23)"
EM0004,TOR05,63.64,13.09,0.21,10.47,28.31,14.205,4,"[19,23)",25/01/2022,"2022-01-25 [19,23)"
EM0002,TOR05,65.95,21.21,0.32,14.19,41.98,14.2,4,"[19,23)",25/01/2022,"2022-01-25 [19,23)"
EM0003,TOR05,128.4,5.2,0.04,5.53,19.68,14.2,4,"[19,23)",25/01/2022,"2022-01-25 [19,23)"
EM0001,TOR04,114.37,28.08,0.25,8.2,28.59,14.175,4,"[19,23)",25/01/2022,"2022-01-25 [19,23)"
EM0007,TOR05,123.13,16.18,0.13,8.51,45.89,14.205,4,"[19,23)",25/01/2022,"2022-01-25 [19,23)"
EM0005,TOR05,108.09,6.28,0.06,4.84,26.75,14.242,3,"[8,11)",26/01/2022,"2022-01-26 [8,11)"
EM0006,TOR05,59.9,11.93,0.2,5.38,37.18,14.247,3,"[8,11)",26/01/2022,"2022-01-26 [8,11)"
EM0004,TOR05,51.79,9.89,0.19,8.63,24.34,14.245,3,"[8,11)",26/01/2022,"2022-01-26 [8,11)"
EM0007,TOR05,128.47,30.64,0.24,9.39,31.09,14.188,3,"[8,11)",26/01/2022,"2022-01-26 [8,11)"
EM0002,TOR05,81.64,14.64,0.18,7.6,36.27,14.256,3,"[8,11)",26/01/2022,"2022-01-26 [8,11)"
EM0001,TOR05,111.29,21.17,0.19,14.39,31.38,14.186,3,"[8,11)",26/01/2022,"2022-01-26 [8,11)"
EM0003,TOR05,121.28,6.77,0.06,6.57,24.32,14.253,3,"[8,11)",26/01/2022,"2022-01-26 [8,11)"
EM0003,TOR05,118.92,6.34,0.05,5.31,21.21,14.3,2,"[11,13)",26/01/2022,"2022-01-26 [11,13)"
EM0007,TOR05,127.29,19.62,0.15,11.8,38.62,14.257,2,"[11,13)",26/01/2022,"2022-01-26 [11,13)"
EM0006,TOR05,54.74,3.53,0.06,3.23,10.11,14.3,2,"[11,13)",26/01/2022,"2022-01-26 [11,13)"
EM0002,TOR05,90.03,11.74,0.13,8.54,39.99,14.3,2,"[11,13)",26/01/2022,"2022-01-26 [11,13)"
EM0005,TOR05,95.77,18.19,0.19,7.25,42.57,14.3,2,"[11,13)",26/01/2022,"2022-01-26 [11,13)"
EM0004,TOR05,56.75,6.51,0.11,8.78,14.61,14.3,2,"[11,13)",26/01/2022,"2022-01-26 [11,13)"
EM0001,TOR05,101.23,13.47,0.13,21.58,37.7,14.25,2,"[11,13)",26/01/2022,"2022-01-26 [11,13)"
EM0002,TOR05,79.63,14.22,0.18,12.22,50.13,14.3,5,"[13,18)",26/01/2022,"2022-01-26 [13,18)"
EM0005,TOR05,102.86,19.43,0.19,12.41,74.5,14.3,5,"[13,18)",26/01/2022,"2022-01-26 [13,18)"
EM0004,TOR05,61.35,5.9,0.1,6.13,22.1,14.305,5,"[13,18)",26/01/2022,"2022-01-26 [13,18)"
EM0001,TOR05,101.8,22.19,0.22,13.92,55.61,14.3,5,"[13,18)",26/01/2022,"2022-01-26 [13,18)"
EM0006,TOR05,55.92,3.16,0.06,3.37,12.38,14.314,5,"[13,18)",26/01/2022,"2022-01-26 [13,18)"
EM0007,TOR05,127.52,9.88,0.08,5.71,38.19,14.259,5,"[13,18)",26/01/2022,"2022-01-26 [13,18)"
EM0003,TOR05,122.5,5.55,0.05,4.94,17.26,14.308,5,"[13,18)",26/01/2022,"2022-01-26 [13,18)"
EM0006,TOR05,66.22,7.24,0.11,7.42,26.29,14.267,4,"[19,23)",26/01/2022,"2022-01-26 [19,23)"
EM0001,TOR05,123.1,20.77,0.17,5.85,20.95,14.203,4,"[19,23)",26/01/2022,"2022-01-26 [19,23)"
EM0005,TOR05,112.11,7.42,0.07,7.83,25.57,14.274,4,"[19,23)",26/01/2022,"2022-01-26 [19,23)"
EM0004,TOR05,68.89,12.57,0.18,12.23,47.09,14.276,4,"[19,23)",26/01/2022,"2022-01-26 [19,23)"
EM0002,TOR05,70.84,19.75,0.28,13.02,50.59,14.27,4,"[19,23)",26/01/2022,"2022-01-26 [19,23)"
EM0007,TOR04,115.47,26.36,0.23,9.53,22.95,14.171,4,"[19,23)",26/01/2022,"2022-01-26 [19,23)"
EM0003,TOR05,124.89,5.04,0.04,7.13,15.84,14.28,4,"[19,23)",26/01/2022,"2022-01-26 [19,23)"
EM0007,TOR05,119.07,19.69,0.17,8.12,29.64,14.155,3,"[8,11)",27/01/2022,"2022-01-27 [8,11)"
EM0006,TOR05,61.44,10.72,0.17,4.74,43.73,14.2,3,"[8,11)",27/01/2022,"2022-01-27 [8,11)"
