fish_id,station,dist_mean,dist_sd,dist_var_coef,step_mean,step_max,temperature,shift_duration,shift,day,shift_id
EM0008,TOR05,98.92,4.88,0.05,4.11,13.79,23.123,2,"[11,13)",16/10/2021,"2021-10-16 [11,13)"
EM0006,TOR05,54.32,1.61,0.03,2.01,5.68,23.127,2,"[11,13)",16/10/2021,"2021-10-16 [11,13)"
EM0001,TOR05,130.39,17.6,0.14,8.8,28.1,23.1,2,"[11,13)",16/10/2021,"2021-10-16 [11,13)"
EM0004,TOR05,59.25,NA,NA,3.39,3.39,23.1,2,"[11,13)",16/10/2021,"2021-10-16 [11,13)"
EM0003,TOR05,129.14,3.58,0.03,7.49,23.13,23.1,2,"[11,13)",16/10/2021,"2021-10-16 [11,13)"
EM0005,TOR05,107.65,3.21,0.03,4.69,4.84,23.1,2,"[11,13)",16/10/2021,"2021-10-16 [11,13)"
EM0006,TOR05,56.1,12.04,0.21,7.17,55.02,23.207,5,"[13,18)",16/10/2021,"2021-10-16 [13,18)"
EM0008,TOR05,100.95,12.06,0.12,5.7,44.79,23.205,5,"[13,18)",16/10/2021,"2021-10-16 [13,18)"
EM0005,TOR05,108.03,8.09,0.07,6.62,30.86,23.206,5,"[13,18)",16/10/2021,"2021-10-16 [13,18)"
EM0002,TOR05,65.14,13.8,0.21,5.77,42.36,23.203,5,"[13,18)",16/10/2021,"2021-10-16 [13,18)"
EM0001,TOR05,107.22,14.61,0.14,8.26,40.2,23.21,5,"[13,18)",16/10/2021,"2021-10-16 [13,18)"
EM0004,TOR05,55.36,7.96,0.14,7.38,33.31,23.203,5,"[13,18)",16/10/2021,"2021-10-16 [13,18)"
EM0003,TOR05,124.35,9.13,0.07,4.44,15.62,23.209,5,"[13,18)",16/10/2021,"2021-10-16 [13,18)"
EM0007,TOR05,130.81,16.67,0.13,1.45,2.45,23.225,5,"[13,18)",16/10/2021,"2021-10-16 [13,18)"
EM0006,TOR05,71.6,12.27,0.17,7.98,72.16,23.218,4,"[19,23)",16/10/2021,"2021-10-16 [19,23)"
EM0004,TOR05,56.96,9.04,0.16,7.78,39,23.263,4,"[19,23)",16/10/2021,"2021-10-16 [19,23)"
EM0001,TOR05,90.04,11.65,0.13,11.42,41.61,23.243,4,"[19,23)",16/10/2021,"2021-10-16 [19,23)"
EM0003,TOR05,117.76,12.89,0.11,5.76,11.15,23.271,4,"[19,23)",16/10/2021,"2021-10-16 [19,23)"
EM0005,TOR05,110.86,4.69,0.04,7.68,21.63,23.25,4,"[19,23)",16/10/2021,"2021-10-16 [19,23)"
EM0008,TOR05,101.08,12.57,0.12,12.88,30.45,23.2,4,"[19,23)",16/10/2021,"2021-10-16 [19,23)"
EM0002,TOR05,76.23,13.67,0.18,11.33,44.47,23.214,4,"[19,23)",16/10/2021,"2021-10-16 [19,23)"
EM0007,TOR05,126.12,10.03,0.08,11.75,33.95,23.217,4,"[19,23)",16/10/2021,"2021-10-16 [19,23)"
EM0006,TOR05,69.94,14.73,0.21,6.69,33.33,23.255,3,"[8,11)",17/10/2021,"2021-10-17 [8,11)"
EM0005,TOR05,109.06,10.72,0.1,9.3,37.54,23.288,3,"[8,11)",17/10/2021,"2021-10-17 [8,11)"
EM0008,TOR05,101.87,3.43,0.03,4.66,17.47,23.237,3,"[8,11)",17/10/2021,"2021-10-17 [8,11)"
EM0001,TOR04,106.14,20.74,0.2,12.99,56.61,23.146,3,"[8,11)",17/10/2021,"2021-10-17 [8,11)"
EM0003,TOR05,109.82,22.77,0.21,3.91,8.94,23.217,3,"[8,11)",17/10/2021,"2021-10-17 [8,11)"
EM0004,TOR05,65.71,7.18,0.11,7.54,20.2,23.25,3,"[8,11)",17/10/2021,"2021-10-17 [8,11)"
EM0002,TOR05,72.11,17.89,0.25,14.82,40.88,23.27,3,"[8,11)",17/10/2021,"2021-10-17 [8,11)"
EM0007,TOR04,98.53,4.82,0.05,4.21,12.86,23.11,3,"[8,11)",17/10/2021,"2021-10-17 [8,11)"
EM0006,TOR05,54.83,4.26,0.08,3.08,8.87,23.3,2,"[11,13)",17/10/2021,"2021-10-17 [11,13)"
EM0005,TOR05,108.97,11.13,0.1,13.94,37.1,23.3,2,"[11,13)",17/10/2021,"2021-10-17 [11,13)"
EM0004,TOR05,53.43,14.25,0.27,12.11,42.54,23.3,2,"[11,13)",17/10/2021,"2021-10-17 [11,13)"
EM0003,TOR04,94.41,21.16,0.22,1.48,2.58,23.229,2,"[11,13)",17/10/2021,"2021-10-17 [11,13)"
EM0001,TOR04,109,13.91,0.13,12.32,38.44,23.277,2,"[11,13)",17/10/2021,"2021-10-17 [11,13)"
EM0002,TOR05,84.44,18.3,0.22,22.8,52.29,23.3,2,"[11,13)",17/10/2021,"2021-10-17 [11,13)"
EM0008,TOR05,113.35,24.77,0.22,11.39,50.21,23.3,2,"[11,13)",17/10/2021,"2021-10-17 [11,13)"
EM0007,TOR04,101.82,2.02,0.02,2.15,6.1,23.256,2,"[11,13)",17/10/2021,"2021-10-17 [11,13)"
EM0006,TOR05,60.43,13.68,0.23,7.36,37.39,23.212,5,"[13,18)",17/10/2021,"2021-10-17 [13,18)"
EM0008,TOR05,103.17,17.65,0.17,10.95,58.53,23.21,5,"[13,18)",17/10/2021,"2021-10-17 [13,18)"
EM0005,TOR05,110.38,10.18,0.09,6.39,27.79,23.205,5,"[13,18)",17/10/2021,"2021-10-17 [13,18)"
EM0002,TOR05,79.39,14.38,0.18,9.62,36.3,23.22,5,"[13,18)",17/10/2021,"2021-10-17 [13,18)"
EM0004,TOR05,61.11,10.82,0.18,7.68,40.59,23.214,5,"[13,18)",17/10/2021,"2021-10-17 [13,18)"
EM0001,TOR04,104.96,20.47,0.2,9.85,42.71,23.227,5,"[13,18)",17/10/2021,"2021-10-17 [13,18)"
EM0003,TOR05,116.46,14.39,0.12,3.91,10.42,23.22,5,"[13,18)",17/10/2021,"2021-10-17 [13,18)"
EM0007,TOR04,103.24,10.48,0.1,2.13,13.23,23.204,5,"[13,18)",17/10/2021,"2021-10-17 [13,18)"
EM0006,TOR05,66.74,13.91,0.21,6.43,32.01,23.204,4,"[19,23)",17/10/2021,"2021-10-17 [19,23)"
EM0001,TOR05,99.31,19.39,0.2,14.76,76.72,23.2,4,"[19,23)",17/10/2021,"2021-10-17 [19,23)"
EM0004,TOR05,61.02,6.85,0.11,6.19,19.24,23.225,4,"[19,23)",17/10/2021,"2021-10-17 [19,23)"
EM0007,TOR04,106.3,15.77,0.15,6.02,24.68,23.282,4,"[19,23)",17/10/2021,"2021-10-17 [19,23)"
EM0005,TOR05,109.65,10.51,0.1,5.75,19.52,23.18,4,"[19,23)",17/10/2021,"2021-10-17 [19,23)"
EM0002,TOR05,67.81,14.38,0.21,14.88,39.59,23.167,4,"[19,23)",17/10/2021,"2021-10-17 [19,23)"
EM0008,TOR05,114.4,20.56,0.18,20.32,56.16,23.207,4,"[19,23)",17/10/2021,"2021-10-17 [19,23)"
EM0003,TOR05,116.21,18.05,0.16,6.61,11.04,23.225,4,"[19,23)",17/10/2021,"2021-10-17 [19,23)"
EM0006,TOR05,59.9,8.26,0.14,6.06,31.27,23.092,3,"[8,11)",18/10/2021,"2021-10-18 [8,11)"
EM0002,TOR05,88.98,6.42,0.07,4.5,21.47,23.083,3,"[8,11)",18/10/2021,"2021-10-18 [8,11)"
EM0004,TOR05,63.09,8.53,0.14,8.53,22.26,23.1,3,"[8,11)",18/10/2021,"2021-10-18 [8,11)"
EM0003,TOR04,90.87,16.13,0.18,5.3,13.54,23.109,3,"[8,11)",18/10/2021,"2021-10-18 [8,11)"
EM0005,TOR05,109.03,9.5,0.09,4.58,20.86,23.124,3,"[8,11)",18/10/2021,"2021-10-18 [8,11)"
EM0007,TOR04,108.71,16.52,0.15,4.74,15.28,23.1,3,"[8,11)",18/10/2021,"2021-10-18 [8,11)"
EM0001,TOR04,99.01,14.66,0.15,5.51,26.33,23.104,3,"[8,11)",18/10/2021,"2021-10-18 [8,11)"
EM0008,TOR05,110.96,14.78,0.13,11.41,51.72,23.129,3,"[8,11)",18/10/2021,"2021-10-18 [8,11)"
EM0001,TOR04,105.07,26.92,0.26,12.1,80.76,23.14,2,"[11,13)",18/10/2021,"2021-10-18 [11,13)"
EM0006,TOR05,60.86,9.77,0.16,13.61,19.08,23.2,2,"[11,13)",18/10/2021,"2021-10-18 [11,13)"
EM0007,TOR04,114.82,23.02,0.2,2.38,10.02,23.144,2,"[11,13)",18/10/2021,"2021-10-18 [11,13)"
EM0002,TOR05,87.17,19.35,0.22,16.31,29.18,23.2,2,"[11,13)",18/10/2021,"2021-10-18 [11,13)"
EM0008,TOR05,124.64,NA,NA,7.51,7.51,23.2,2,"[11,13)",18/10/2021,"2021-10-18 [11,13)"
EM0003,TOR04,93.58,19.32,0.21,2.38,7.25,23.133,2,"[11,13)",18/10/2021,"2021-10-18 [11,13)"
EM0004,TOR05,66.64,7.92,0.12,8.2,16.44,23.2,2,"[11,13)",18/10/2021,"2021-10-18 [11,13)"
EM0005,TOR05,113.9,3.88,0.03,4.42,10.47,23.2,2,"[11,13)",18/10/2021,"2021-10-18 [11,13)"
EM0007,TOR04,117.81,20.79,0.18,2.56,11.2,23.146,5,"[13,18)",18/10/2021,"2021-10-18 [13,18)"
EM0004,TOR05,62.47,10.66,0.17,9.43,50.38,23.2,5,"[13,18)",18/10/2021,"2021-10-18 [13,18)"
EM0001,TOR04,110.11,26.43,0.24,13.48,79.61,23.145,5,"[13,18)",18/10/2021,"2021-10-18 [13,18)"
EM0005,TOR05,116.12,9.96,0.09,10.58,28.87,23.2,5,"[13,18)",18/10/2021,"2021-10-18 [13,18)"
EM0003,TOR05,106.91,20.02,0.19,5.47,17.22,23.165,5,"[13,18)",18/10/2021,"2021-10-18 [13,18)"
EM0008,TOR05,99.43,13.27,0.13,12.72,46.76,23.2,5,"[13,18)",18/10/2021,"2021-10-18 [13,18)"
EM0006,TOR05,63.45,15.59,0.25,13.95,66.58,23.2,5,"[13,18)",18/10/2021,"2021-10-18 [13,18)"
EM0002,TOR05,71.24,18.18,0.26,19.02,43.39,23.2,5,"[13,18)",18/10/2021,"2021-10-18 [13,18)"
EM0001,TOR04,95.08,13.27,0.14,10.53,66.23,23.1,4,"[19,23)",18/10/2021,"2021-10-18 [19,23)"
EM0008,TOR05,107.3,20.61,0.19,19.18,46.38,23.2,4,"[19,23)",18/10/2021,"2021-10-18 [19,23)"
EM0006,TOR05,71.4,14.29,0.2,7.15,45.32,23.2,4,"[19,23)",18/10/2021,"2021-10-18 [19,23)"
EM0005,TOR05,107.17,8.59,0.08,7.69,21.09,23.2,4,"[19,23)",18/10/2021,"2021-10-18 [19,23)"
EM0002,TOR05,66.03,14.63,0.22,18.98,54.65,23.2,4,"[19,23)",18/10/2021,"2021-10-18 [19,23)"
EM0007,TOR05,117.67,21.55,0.18,5.05,27.47,23.175,4,"[19,23)",18/10/2021,"2021-10-18 [19,23)"
EM0004,TOR05,58.91,8.17,0.14,6.09,27.16,23.2,4,"[19,23)",18/10/2021,"2021-10-18 [19,23)"
EM0003,TOR05,101.6,18.51,0.18,5.1,20.26,23.153,4,"[19,23)",18/10/2021,"2021-10-18 [19,23)"
EM0006,TOR05,62.95,9.16,0.15,7.3,32.79,23.1,3,"[8,11)",19/10/2021,"2021-10-19 [8,11)"
EM0007,TOR04,109.91,26.1,0.24,3.22,10.65,23.048,3,"[8,11)",19/10/2021,"2021-10-19 [8,11)"
EM0003,TOR05,107.64,19.84,0.18,3.74,14.28,23.071,3,"[8,11)",19/10/2021,"2021-10-19 [8,11)"
EM0008,TOR05,109.45,19.65,0.18,5.42,35.48,23.1,3,"[8,11)",19/10/2021,"2021-10-19 [8,11)"
EM0002,TOR05,87.22,15.52,0.18,9.2,41.39,23.1,3,"[8,11)",19/10/2021,"2021-10-19 [8,11)"
EM0001,TOR05,109.16,21.41,0.2,15.1,39.87,23.06,3,"[8,11)",19/10/2021,"2021-10-19 [8,11)"
EM0005,TOR05,110.01,19.02,0.17,19.6,40.17,23.1,3,"[8,11)",19/10/2021,"2021-10-19 [8,11)"
