day,hora,divers
19/09/2021,"[11,13)",34
19/09/2021,"[13,18)",20
19/09/2021,"[19,23)",0
19/09/2021,"[8,11)",44
20/09/2021,"[11,13)",24
20/09/2021,"[13,18)",24
20/09/2021,"[19,23)",0
20/09/2021,"[8,11)",24
21/09/2021,"[11,13)",45
21/09/2021,"[13,18)",44
21/09/2021,"[19,23)",24
21/09/2021,"[8,11)",45
22/09/2021,"[11,13)",44
22/09/2021,"[13,18)",44
22/09/2021,"[19,23)",20
22/09/2021,"[8,11)",44
23/09/2021,"[11,13)",44
23/09/2021,"[13,18)",44
23/09/2021,"[19,23)",20
23/09/2021,"[8,11)",20
24/09/2021,"[11,13)",44
24/09/2021,"[13,18)",44
24/09/2021,"[19,23)",20
24/09/2021,"[8,11)",44
25/09/2021,"[11,13)",44
25/09/2021,"[13,18)",44
25/09/2021,"[19,23)",0
25/09/2021,"[8,11)",44
26/09/2021,"[11,13)",46
26/09/2021,"[13,18)",20
26/09/2021,"[19,23)",0
26/09/2021,"[8,11)",46
27/09/2021,"[11,13)",24
27/09/2021,"[13,18)",24
27/09/2021,"[19,23)",0
27/09/2021,"[8,11)",24
28/09/2021,"[11,13)",42
28/09/2021,"[13,18)",43
28/09/2021,"[19,23)",0
28/09/2021,"[8,11)",43
29/09/2021,"[11,13)",44
29/09/2021,"[13,18)",44
29/09/2021,"[19,23)",0
29/09/2021,"[8,11)",44
30/09/2021,"[11,13)",43
30/09/2021,"[13,18)",32
30/09/2021,"[19,23)",0
30/09/2021,"[8,11)",43
01/10/2021,"[11,13)",44
01/10/2021,"[13,18)",44
01/10/2021,"[19,23)",0
01/10/2021,"[8,11)",44
02/10/2021,"[11,13)",46
02/10/2021,"[13,18)",45
02/10/2021,"[19,23)",0
02/10/2021,"[8,11)",45
03/10/2021,"[11,13)",44
03/10/2021,"[13,18)",44
03/10/2021,"[19,23)",0
03/10/2021,"[8,11)",44
04/10/2021,"[11,13)",24
04/10/2021,"[13,18)",24
04/10/2021,"[19,23)",0
04/10/2021,"[8,11)",24
05/10/2021,"[11,13)",43
05/10/2021,"[13,18)",24
05/10/2021,"[19,23)",0
05/10/2021,"[8,11)",42
06/10/2021,"[11,13)",24
06/10/2021,"[13,18)",24
06/10/2021,"[19,23)",0
06/10/2021,"[8,11)",0
07/10/2021,"[11,13)",44
07/10/2021,"[13,18)",44
07/10/2021,"[19,23)",0
07/10/2021,"[8,11)",24
08/10/2021,"[11,13)",43
08/10/2021,"[13,18)",44
08/10/2021,"[19,23)",0
08/10/2021,"[8,11)",43
09/10/2021,"[11,13)",44
09/10/2021,"[13,18)",44
09/10/2021,"[19,23)",0
09/10/2021,"[8,11)",44
10/10/2021,"[11,13)",44
10/10/2021,"[13,18)",32
10/10/2021,"[19,23)",0
10/10/2021,"[8,11)",44
11/10/2021,"[11,13)",44
11/10/2021,"[13,18)",44
11/10/2021,"[19,23)",0
11/10/2021,"[8,11)",44
12/10/2021,"[11,13)",43
12/10/2021,"[13,18)",44
12/10/2021,"[19,23)",0
12/10/2021,"[8,11)",43
13/10/2021,"[11,13)",24
13/10/2021,"[13,18)",24
13/10/2021,"[19,23)",0
13/10/2021,"[8,11)",24
14/10/2021,"[11,13)",43
14/10/2021,"[13,18)",32
14/10/2021,"[19,23)",0
14/10/2021,"[8,11)",31
15/10/2021,"[11,13)",44
15/10/2021,"[13,18)",44
15/10/2021,"[19,23)",0
15/10/2021,"[8,11)",44
16/10/2021,"[11,13)",46
16/10/2021,"[13,18)",36
16/10/2021,"[19,23)",0
16/10/2021,"[8,11)",46
17/10/2021,"[11,13)",44
17/10/2021,"[13,18)",31
17/10/2021,"[19,23)",0
17/10/2021,"[8,11)",44
18/10/2021,"[11,13)",24
18/10/2021,"[13,18)",24
18/10/2021,"[19,23)",0
18/10/2021,"[8,11)",24
19/10/2021,"[11,13)",43
19/10/2021,"[13,18)",32
19/10/2021,"[19,23)",0
19/10/2021,"[8,11)",43
20/10/2021,"[11,13)",44
20/10/2021,"[13,18)",44
20/10/2021,"[19,23)",0
20/10/2021,"[8,11)",20
21/10/2021,"[11,13)",42
21/10/2021,"[13,18)",32
21/10/2021,"[19,23)",0
21/10/2021,"[8,11)",43
22/10/2021,"[11,13)",44
22/10/2021,"[13,18)",44
22/10/2021,"[19,23)",0
22/10/2021,"[8,11)",20
23/10/2021,"[11,13)",46
23/10/2021,"[13,18)",34
23/10/2021,"[19,23)",0
23/10/2021,"[8,11)",44
24/10/2021,"[11,13)",43
24/10/2021,"[13,18)",32
24/10/2021,"[19,23)",0
24/10/2021,"[8,11)",43
25/10/2021,"[11,13)",34
25/10/2021,"[13,18)",24
25/10/2021,"[19,23)",0
25/10/2021,"[8,11)",24
26/10/2021,"[11,13)",24
26/10/2021,"[13,18)",24
26/10/2021,"[19,23)",0
26/10/2021,"[8,11)",24
27/10/2021,"[11,13)",44
27/10/2021,"[13,18)",44
27/10/2021,"[19,23)",0
27/10/2021,"[8,11)",44
28/10/2021,"[11,13)",43
28/10/2021,"[13,18)",32
28/10/2021,"[19,23)",0
28/10/2021,"[8,11)",43
29/10/2021,"[11,13)",32
29/10/2021,"[13,18)",32
29/10/2021,"[19,23)",0
29/10/2021,"[8,11)",0
30/10/2021,"[11,13)",43
30/10/2021,"[13,18)",20
30/10/2021,"[19,23)",0
30/10/2021,"[8,11)",43
31/10/2021,"[11,13)",0
31/10/2021,"[13,18)",0
31/10/2021,"[19,23)",0
31/10/2021,"[8,11)",0
01/11/2021,"[11,13)",20
01/11/2021,"[13,18)",20
01/11/2021,"[19,23)",0
01/11/2021,"[8,11)",20
02/11/2021,"[11,13)",0
02/11/2021,"[13,18)",0
02/11/2021,"[19,23)",0
02/11/2021,"[8,11)",0
03/11/2021,"[11,13)",0
03/11/2021,"[13,18)",0
03/11/2021,"[19,23)",0
03/11/2021,"[8,11)",0
04/11/2021,"[11,13)",20
04/11/2021,"[13,18)",19
04/11/2021,"[19,23)",0
04/11/2021,"[8,11)",20
05/11/2021,"[11,13)",12
05/11/2021,"[13,18)",12
05/11/2021,"[19,23)",0
05/11/2021,"[8,11)",0
06/11/2021,"[11,13)",0
06/11/2021,"[13,18)",0
06/11/2021,"[19,23)",0
06/11/2021,"[8,11)",0
07/11/2021,"[11,13)",20
07/11/2021,"[13,18)",20
07/11/2021,"[19,23)",0
07/11/2021,"[8,11)",20
08/11/2021,"[11,13)",0
08/11/2021,"[13,18)",0
08/11/2021,"[19,23)",0
08/11/2021,"[8,11)",0
09/11/2021,"[11,13)",0
09/11/2021,"[13,18)",0
09/11/2021,"[19,23)",0
09/11/2021,"[8,11)",0
10/11/2021,"[11,13)",20
10/11/2021,"[13,18)",0
10/11/2021,"[19,23)",0
10/11/2021,"[8,11)",20
11/11/2021,"[11,13)",20
11/11/2021,"[13,18)",0
11/11/2021,"[19,23)",0
11/11/2021,"[8,11)",20
12/11/2021,"[11,13)",0
12/11/2021,"[13,18)",0
12/11/2021,"[19,23)",0
12/11/2021,"[8,11)",0
13/11/2021,"[11,13)",36
13/11/2021,"[13,18)",0
13/11/2021,"[19,23)",0
13/11/2021,"[8,11)",24
14/11/2021,"[11,13)",32
14/11/2021,"[13,18)",20
14/11/2021,"[19,23)",0
14/11/2021,"[8,11)",31
15/11/2021,"[11,13)",0
15/11/2021,"[13,18)",0
15/11/2021,"[19,23)",0
15/11/2021,"[8,11)",0
16/11/2021,"[11,13)",20
16/11/2021,"[13,18)",0
16/11/2021,"[19,23)",0
16/11/2021,"[8,11)",0
17/11/2021,"[11,13)",20
17/11/2021,"[13,18)",0
17/11/2021,"[19,23)",0
17/11/2021,"[8,11)",20
18/11/2021,"[11,13)",0
18/11/2021,"[13,18)",0
18/11/2021,"[19,23)",0
18/11/2021,"[8,11)",0
19/11/2021,"[11,13)",20
19/11/2021,"[13,18)",0
19/11/2021,"[19,23)",0
19/11/2021,"[8,11)",0
20/11/2021,"[11,13)",42
20/11/2021,"[13,18)",0
20/11/2021,"[19,23)",0
20/11/2021,"[8,11)",32
21/11/2021,"[11,13)",20
21/11/2021,"[13,18)",0
21/11/2021,"[19,23)",0
21/11/2021,"[8,11)",0
22/11/2021,"[11,13)",0
22/11/2021,"[13,18)",0
22/11/2021,"[19,23)",0
22/11/2021,"[8,11)",0
23/11/2021,"[11,13)",20
23/11/2021,"[13,18)",0
23/11/2021,"[19,23)",0
23/11/2021,"[8,11)",0
24/11/2021,"[11,13)",0
24/11/2021,"[13,18)",0
24/11/2021,"[19,23)",0
24/11/2021,"[8,11)",0
25/11/2021,"[11,13)",0
25/11/2021,"[13,18)",0
25/11/2021,"[19,23)",0
25/11/2021,"[8,11)",0
26/11/2021,"[11,13)",0
26/11/2021,"[13,18)",0
26/11/2021,"[19,23)",0
26/11/2021,"[8,11)",0
27/11/2021,"[11,13)",20
27/11/2021,"[13,18)",0
27/11/2021,"[19,23)",0
27/11/2021,"[8,11)",0
28/11/2021,"[11,13)",0
28/11/2021,"[13,18)",0
28/11/2021,"[19,23)",0
28/11/2021,"[8,11)",0
29/11/2021,"[11,13)",0
29/11/2021,"[13,18)",0
29/11/2021,"[19,23)",0
29/11/2021,"[8,11)",0
30/11/2021,"[11,13)",0
30/11/2021,"[13,18)",0
30/11/2021,"[19,23)",0
30/11/2021,"[8,11)",0
01/12/2021,"[11,13)",0
01/12/2021,"[13,18)",0
01/12/2021,"[19,23)",0
01/12/2021,"[8,11)",0
02/12/2021,"[11,13)",0
02/12/2021,"[13,18)",0
02/12/2021,"[19,23)",0
02/12/2021,"[8,11)",0
03/12/2021,"[11,13)",0
03/12/2021,"[13,18)",0
03/12/2021,"[19,23)",0
03/12/2021,"[8,11)",0
04/12/2021,"[11,13)",21
04/12/2021,"[13,18)",0
04/12/2021,"[19,23)",0
04/12/2021,"[8,11)",0
05/12/2021,"[11,13)",0
05/12/2021,"[13,18)",0
05/12/2021,"[19,23)",0
05/12/2021,"[8,11)",0
06/12/2021,"[11,13)",0
06/12/2021,"[13,18)",0
06/12/2021,"[19,23)",0
06/12/2021,"[8,11)",0
07/12/2021,"[11,13)",20
07/12/2021,"[13,18)",0
07/12/2021,"[19,23)",0
07/12/2021,"[8,11)",20
08/12/2021,"[11,13)",0
08/12/2021,"[13,18)",0
08/12/2021,"[19,23)",0
08/12/2021,"[8,11)",0
09/12/2021,"[11,13)",0
09/12/2021,"[13,18)",0
09/12/2021,"[19,23)",0
09/12/2021,"[8,11)",0
10/12/2021,"[11,13)",0
10/12/2021,"[13,18)",0
10/12/2021,"[19,23)",0
10/12/2021,"[8,11)",0
11/12/2021,"[11,13)",20
11/12/2021,"[13,18)",0
11/12/2021,"[19,23)",0
11/12/2021,"[8,11)",0
12/12/2021,"[11,13)",20
12/12/2021,"[13,18)",0
12/12/2021,"[19,23)",0
12/12/2021,"[8,11)",24
13/12/2021,"[11,13)",0
13/12/2021,"[13,18)",0
13/12/2021,"[19,23)",0
13/12/2021,"[8,11)",0
14/12/2021,"[11,13)",0
14/12/2021,"[13,18)",0
14/12/2021,"[19,23)",0
14/12/2021,"[8,11)",0
15/12/2021,"[11,13)",10
15/12/2021,"[13,18)",0
15/12/2021,"[19,23)",0
15/12/2021,"[8,11)",0
16/12/2021,"[11,13)",0
16/12/2021,"[13,18)",0
16/12/2021,"[19,23)",0
16/12/2021,"[8,11)",0
17/12/2021,"[11,13)",0
17/12/2021,"[13,18)",0
17/12/2021,"[19,23)",0
17/12/2021,"[8,11)",0
18/12/2021,"[11,13)",44
18/12/2021,"[13,18)",0
18/12/2021,"[19,23)",0
18/12/2021,"[8,11)",12
19/12/2021,"[11,13)",10
19/12/2021,"[13,18)",0
19/12/2021,"[19,23)",0
19/12/2021,"[8,11)",0
20/12/2021,"[11,13)",0
20/12/2021,"[13,18)",0
20/12/2021,"[19,23)",0
20/12/2021,"[8,11)",0
21/12/2021,"[11,13)",0
21/12/2021,"[13,18)",0
21/12/2021,"[19,23)",0
21/12/2021,"[8,11)",0
22/12/2021,"[11,13)",0
22/12/2021,"[13,18)",0
22/12/2021,"[19,23)",0
22/12/2021,"[8,11)",0
23/12/2021,"[11,13)",0
23/12/2021,"[13,18)",0
23/12/2021,"[19,23)",0
23/12/2021,"[8,11)",0
24/12/2021,"[11,13)",30
24/12/2021,"[13,18)",0
24/12/2021,"[19,23)",0
24/12/2021,"[8,11)",0
25/12/2021,"[11,13)",0
25/12/2021,"[13,18)",0
25/12/2021,"[19,23)",0
25/12/2021,"[8,11)",0
26/12/2021,"[11,13)",0
26/12/2021,"[13,18)",0
26/12/2021,"[19,23)",0
26/12/2021,"[8,11)",0
27/12/2021,"[11,13)",0
27/12/2021,"[13,18)",0
27/12/2021,"[19,23)",0
27/12/2021,"[8,11)",0
28/12/2021,"[11,13)",0
28/12/2021,"[13,18)",0
28/12/2021,"[19,23)",0
28/12/2021,"[8,11)",0
29/12/2021,"[11,13)",0
29/12/2021,"[13,18)",0
29/12/2021,"[19,23)",0
29/12/2021,"[8,11)",0
30/12/2021,"[11,13)",0
30/12/2021,"[13,18)",0
30/12/2021,"[19,23)",0
30/12/2021,"[8,11)",0
31/12/2021,"[11,13)",20
31/12/2021,"[13,18)",0
31/12/2021,"[19,23)",0
31/12/2021,"[8,11)",0
01/01/2022,"[11,13)",0
01/01/2022,"[13,18)",0
01/01/2022,"[19,23)",0
01/01/2022,"[8,11)",0
02/01/2022,"[11,13)",0
02/01/2022,"[13,18)",0
02/01/2022,"[19,23)",0
02/01/2022,"[8,11)",0
03/01/2022,"[11,13)",0
03/01/2022,"[13,18)",0
03/01/2022,"[19,23)",0
03/01/2022,"[8,11)",0
04/01/2022,"[11,13)",0
04/01/2022,"[13,18)",0
04/01/2022,"[19,23)",0
04/01/2022,"[8,11)",0
05/01/2022,"[11,13)",0
05/01/2022,"[13,18)",0
05/01/2022,"[19,23)",0
05/01/2022,"[8,11)",0
06/01/2022,"[11,13)",0
06/01/2022,"[13,18)",0
06/01/2022,"[19,23)",0
06/01/2022,"[8,11)",0
07/01/2022,"[11,13)",0
07/01/2022,"[13,18)",0
07/01/2022,"[19,23)",0
07/01/2022,"[8,11)",0
08/01/2022,"[11,13)",0
08/01/2022,"[13,18)",0
08/01/2022,"[19,23)",0
08/01/2022,"[8,11)",0
09/01/2022,"[11,13)",0
09/01/2022,"[13,18)",0
09/01/2022,"[19,23)",0
09/01/2022,"[8,11)",0
10/01/2022,"[11,13)",0
10/01/2022,"[13,18)",0
10/01/2022,"[19,23)",0
10/01/2022,"[8,11)",0
11/01/2022,"[11,13)",0
11/01/2022,"[13,18)",0
11/01/2022,"[19,23)",0
11/01/2022,"[8,11)",0
12/01/2022,"[11,13)",0
12/01/2022,"[13,18)",0
12/01/2022,"[19,23)",0
12/01/2022,"[8,11)",0
13/01/2022,"[11,13)",0
13/01/2022,"[13,18)",0
13/01/2022,"[19,23)",0
13/01/2022,"[8,11)",0
14/01/2022,"[11,13)",0
14/01/2022,"[13,18)",0
14/01/2022,"[19,23)",0
14/01/2022,"[8,11)",0
15/01/2022,"[11,13)",12
15/01/2022,"[13,18)",0
15/01/2022,"[19,23)",0
15/01/2022,"[8,11)",0
16/01/2022,"[11,13)",12
16/01/2022,"[13,18)",0
16/01/2022,"[19,23)",0
16/01/2022,"[8,11)",0
17/01/2022,"[11,13)",0
17/01/2022,"[13,18)",0
17/01/2022,"[19,23)",0
17/01/2022,"[8,11)",0
18/01/2022,"[11,13)",0
18/01/2022,"[13,18)",0
18/01/2022,"[19,23)",0
18/01/2022,"[8,11)",0
19/01/2022,"[11,13)",0
19/01/2022,"[13,18)",0
19/01/2022,"[19,23)",0
19/01/2022,"[8,11)",0
20/01/2022,"[11,13)",9
20/01/2022,"[13,18)",0
20/01/2022,"[19,23)",0
20/01/2022,"[8,11)",0
21/01/2022,"[11,13)",0
21/01/2022,"[13,18)",0
21/01/2022,"[19,23)",0
21/01/2022,"[8,11)",0
22/01/2022,"[11,13)",10
22/01/2022,"[13,18)",0
22/01/2022,"[19,23)",0
22/01/2022,"[8,11)",12
23/01/2022,"[11,13)",10
23/01/2022,"[13,18)",0
23/01/2022,"[19,23)",0
23/01/2022,"[8,11)",0
24/01/2022,"[11,13)",0
24/01/2022,"[13,18)",0
24/01/2022,"[19,23)",0
24/01/2022,"[8,11)",0
25/01/2022,"[11,13)",0
25/01/2022,"[13,18)",0
25/01/2022,"[19,23)",0
25/01/2022,"[8,11)",0
26/01/2022,"[11,13)",0
26/01/2022,"[13,18)",0
26/01/2022,"[19,23)",0
26/01/2022,"[8,11)",0
27/01/2022,"[11,13)",0
27/01/2022,"[13,18)",0
27/01/2022,"[19,23)",0
27/01/2022,"[8,11)",0
28/01/2022,"[11,13)",0
28/01/2022,"[13,18)",0
28/01/2022,"[19,23)",0
28/01/2022,"[8,11)",0
29/01/2022,"[11,13)",0
29/01/2022,"[13,18)",0
29/01/2022,"[19,23)",0
29/01/2022,"[8,11)",0
30/01/2022,"[11,13)",10
30/01/2022,"[13,18)",0
30/01/2022,"[19,23)",0
30/01/2022,"[8,11)",0
31/01/2022,"[11,13)",0
31/01/2022,"[13,18)",0
31/01/2022,"[19,23)",0
31/01/2022,"[8,11)",0
01/02/2022,"[11,13)",0
01/02/2022,"[13,18)",0
01/02/2022,"[19,23)",0
01/02/2022,"[8,11)",0
02/02/2022,"[11,13)",0
02/02/2022,"[13,18)",0
02/02/2022,"[19,23)",0
02/02/2022,"[8,11)",0
03/02/2022,"[11,13)",0
03/02/2022,"[13,18)",0
03/02/2022,"[19,23)",0
03/02/2022,"[8,11)",0
04/02/2022,"[11,13)",0
04/02/2022,"[13,18)",0
04/02/2022,"[19,23)",0
04/02/2022,"[8,11)",0
05/02/2022,"[11,13)",12
05/02/2022,"[13,18)",0
05/02/2022,"[19,23)",0
05/02/2022,"[8,11)",12
06/02/2022,"[11,13)",0
06/02/2022,"[13,18)",0
06/02/2022,"[19,23)",0
06/02/2022,"[8,11)",0
07/02/2022,"[11,13)",0
07/02/2022,"[13,18)",0
07/02/2022,"[19,23)",0
07/02/2022,"[8,11)",0
08/02/2022,"[11,13)",0
08/02/2022,"[13,18)",0
08/02/2022,"[19,23)",0
08/02/2022,"[8,11)",0
09/02/2022,"[11,13)",0
09/02/2022,"[13,18)",0
09/02/2022,"[19,23)",0
09/02/2022,"[8,11)",0
10/02/2022,"[11,13)",0
10/02/2022,"[13,18)",0
10/02/2022,"[19,23)",0
10/02/2022,"[8,11)",0
11/02/2022,"[11,13)",0
11/02/2022,"[13,18)",0
11/02/2022,"[19,23)",0
11/02/2022,"[8,11)",0
12/02/2022,"[11,13)",0
12/02/2022,"[13,18)",0
12/02/2022,"[19,23)",0
12/02/2022,"[8,11)",0
13/02/2022,"[11,13)",24
13/02/2022,"[13,18)",0
13/02/2022,"[19,23)",0
13/02/2022,"[8,11)",0
14/02/2022,"[11,13)",0
14/02/2022,"[13,18)",0
14/02/2022,"[19,23)",0
14/02/2022,"[8,11)",0
15/02/2022,"[11,13)",0
15/02/2022,"[13,18)",0
15/02/2022,"[19,23)",0
15/02/2022,"[8,11)",0
16/02/2022,"[11,13)",0
16/02/2022,"[13,18)",0
16/02/2022,"[19,23)",0
16/02/2022,"[8,11)",0
17/02/2022,"[11,13)",0
17/02/2022,"[13,18)",0
17/02/2022,"[19,23)",0
17/02/2022,"[8,11)",0
18/02/2022,"[11,13)",0
18/02/2022,"[13,18)",0
18/02/2022,"[19,23)",0
18/02/2022,"[8,11)",0
19/02/2022,"[11,13)",0
19/02/2022,"[13,18)",0
19/02/2022,"[19,23)",0
19/02/2022,"[8,11)",12
20/02/2022,"[11,13)",0
20/02/2022,"[13,18)",0
20/02/2022,"[19,23)",0
20/02/2022,"[8,11)",0
21/02/2022,"[11,13)",0
21/02/2022,"[13,18)",0
21/02/2022,"[19,23)",0
21/02/2022,"[8,11)",0
22/02/2022,"[11,13)",0
22/02/2022,"[13,18)",0
22/02/2022,"[19,23)",0
22/02/2022,"[8,11)",0
23/02/2022,"[11,13)",0
23/02/2022,"[13,18)",0
23/02/2022,"[19,23)",0
23/02/2022,"[8,11)",0
24/02/2022,"[11,13)",0
24/02/2022,"[13,18)",0
24/02/2022,"[19,23)",0
24/02/2022,"[8,11)",0
25/02/2022,"[11,13)",0
25/02/2022,"[13,18)",0
25/02/2022,"[19,23)",0
25/02/2022,"[8,11)",0
26/02/2022,"[11,13)",0
26/02/2022,"[13,18)",0
26/02/2022,"[19,23)",0
26/02/2022,"[8,11)",12
27/02/2022,"[11,13)",24
27/02/2022,"[13,18)",0
27/02/2022,"[19,23)",0
27/02/2022,"[8,11)",0
28/02/2022,"[11,13)",0
28/02/2022,"[13,18)",0
28/02/2022,"[19,23)",0
28/02/2022,"[8,11)",0
01/03/2022,"[11,13)",0
01/03/2022,"[13,18)",0
01/03/2022,"[19,23)",0
01/03/2022,"[8,11)",0
02/03/2022,"[11,13)",0
02/03/2022,"[13,18)",0
02/03/2022,"[19,23)",0
02/03/2022,"[8,11)",0
03/03/2022,"[11,13)",0
03/03/2022,"[13,18)",0
03/03/2022,"[19,23)",0
03/03/2022,"[8,11)",0
04/03/2022,"[11,13)",0
04/03/2022,"[13,18)",0
04/03/2022,"[19,23)",0
04/03/2022,"[8,11)",0
05/03/2022,"[11,13)",11
05/03/2022,"[13,18)",0
05/03/2022,"[19,23)",0
05/03/2022,"[8,11)",12
06/03/2022,"[11,13)",0
06/03/2022,"[13,18)",0
06/03/2022,"[19,23)",0
06/03/2022,"[8,11)",0
07/03/2022,"[11,13)",0
07/03/2022,"[13,18)",0
07/03/2022,"[19,23)",0
07/03/2022,"[8,11)",0
08/03/2022,"[11,13)",0
08/03/2022,"[13,18)",0
08/03/2022,"[19,23)",0
08/03/2022,"[8,11)",0
09/03/2022,"[11,13)",0
09/03/2022,"[13,18)",0
09/03/2022,"[19,23)",0
09/03/2022,"[8,11)",0
10/03/2022,"[11,13)",0
10/03/2022,"[13,18)",0
10/03/2022,"[19,23)",0
10/03/2022,"[8,11)",0
11/03/2022,"[11,13)",0
11/03/2022,"[13,18)",0
11/03/2022,"[19,23)",0
11/03/2022,"[8,11)",0
12/03/2022,"[11,13)",0
12/03/2022,"[13,18)",0
12/03/2022,"[19,23)",0
12/03/2022,"[8,11)",12
13/03/2022,"[11,13)",9
13/03/2022,"[13,18)",0
13/03/2022,"[19,23)",0
13/03/2022,"[8,11)",0
14/03/2022,"[11,13)",0
14/03/2022,"[13,18)",0
14/03/2022,"[19,23)",0
14/03/2022,"[8,11)",0
15/03/2022,"[11,13)",0
15/03/2022,"[13,18)",0
15/03/2022,"[19,23)",0
15/03/2022,"[8,11)",0
16/03/2022,"[11,13)",0
16/03/2022,"[13,18)",0
16/03/2022,"[19,23)",0
16/03/2022,"[8,11)",0
17/03/2022,"[11,13)",0
17/03/2022,"[13,18)",0
17/03/2022,"[19,23)",0
17/03/2022,"[8,11)",0
18/03/2022,"[11,13)",0
18/03/2022,"[13,18)",0
18/03/2022,"[19,23)",0
18/03/2022,"[8,11)",0
19/03/2022,"[11,13)",10
19/03/2022,"[13,18)",0
19/03/2022,"[19,23)",0
19/03/2022,"[8,11)",11
20/03/2022,"[11,13)",10
20/03/2022,"[13,18)",0
20/03/2022,"[19,23)",0
20/03/2022,"[8,11)",0
21/03/2022,"[11,13)",0
21/03/2022,"[13,18)",0
21/03/2022,"[19,23)",0
21/03/2022,"[8,11)",0
22/03/2022,"[11,13)",0
22/03/2022,"[13,18)",0
22/03/2022,"[19,23)",0
22/03/2022,"[8,11)",0
23/03/2022,"[11,13)",0
23/03/2022,"[13,18)",0
23/03/2022,"[19,23)",0
23/03/2022,"[8,11)",0
24/03/2022,"[11,13)",0
24/03/2022,"[13,18)",0
24/03/2022,"[19,23)",0
24/03/2022,"[8,11)",0
25/03/2022,"[11,13)",0
25/03/2022,"[13,18)",0
25/03/2022,"[19,23)",0
25/03/2022,"[8,11)",0
26/03/2022,"[11,13)",0
26/03/2022,"[13,18)",0
26/03/2022,"[19,23)",0
26/03/2022,"[8,11)",0
27/03/2022,"[11,13)",0
27/03/2022,"[13,18)",0
27/03/2022,"[19,23)",0
27/03/2022,"[8,11)",12
28/03/2022,"[11,13)",0
28/03/2022,"[13,18)",0
28/03/2022,"[19,23)",0
28/03/2022,"[8,11)",0
29/03/2022,"[11,13)",0
29/03/2022,"[13,18)",0
29/03/2022,"[19,23)",0
29/03/2022,"[8,11)",0
30/03/2022,"[11,13)",0
30/03/2022,"[13,18)",0
30/03/2022,"[19,23)",0
30/03/2022,"[8,11)",0
31/03/2022,"[11,13)",0
31/03/2022,"[13,18)",0
31/03/2022,"[19,23)",0
31/03/2022,"[8,11)",0
01/04/2022,"[11,13)",0
01/04/2022,"[13,18)",0
01/04/2022,"[19,23)",0
01/04/2022,"[8,11)",0
02/04/2022,"[11,13)",0
02/04/2022,"[13,18)",0
02/04/2022,"[19,23)",0
02/04/2022,"[8,11)",0
03/04/2022,"[11,13)",10
03/04/2022,"[13,18)",0
03/04/2022,"[19,23)",0
03/04/2022,"[8,11)",12
04/04/2022,"[11,13)",0
04/04/2022,"[13,18)",0
04/04/2022,"[19,23)",0
04/04/2022,"[8,11)",0
05/04/2022,"[11,13)",0
05/04/2022,"[13,18)",0
05/04/2022,"[19,23)",0
05/04/2022,"[8,11)",0
06/04/2022,"[11,13)",0
06/04/2022,"[13,18)",0
06/04/2022,"[19,23)",0
06/04/2022,"[8,11)",0
07/04/2022,"[11,13)",0
07/04/2022,"[13,18)",0
07/04/2022,"[19,23)",0
07/04/2022,"[8,11)",0
08/04/2022,"[11,13)",0
08/04/2022,"[13,18)",0
08/04/2022,"[19,23)",0
08/04/2022,"[8,11)",0
09/04/2022,"[11,13)",0
09/04/2022,"[13,18)",0
09/04/2022,"[19,23)",10
09/04/2022,"[8,11)",11
10/04/2022,"[11,13)",12
10/04/2022,"[13,18)",0
10/04/2022,"[19,23)",0
10/04/2022,"[8,11)",0
11/04/2022,"[11,13)",12
11/04/2022,"[13,18)",0
11/04/2022,"[19,23)",0
11/04/2022,"[8,11)",0
12/04/2022,"[11,13)",12
12/04/2022,"[13,18)",0
12/04/2022,"[19,23)",0
12/04/2022,"[8,11)",0
13/04/2022,"[11,13)",0
13/04/2022,"[13,18)",0
13/04/2022,"[19,23)",0
13/04/2022,"[8,11)",0
14/04/2022,"[11,13)",24
14/04/2022,"[13,18)",0
14/04/2022,"[19,23)",0
14/04/2022,"[8,11)",24
15/04/2022,"[11,13)",12
15/04/2022,"[13,18)",0
15/04/2022,"[19,23)",0
15/04/2022,"[8,11)",36
16/04/2022,"[11,13)",0
16/04/2022,"[13,18)",0
16/04/2022,"[19,23)",0
16/04/2022,"[8,11)",11
17/04/2022,"[11,13)",24
17/04/2022,"[13,18)",0
17/04/2022,"[19,23)",0
17/04/2022,"[8,11)",0
18/04/2022,"[11,13)",20
18/04/2022,"[13,18)",0
18/04/2022,"[19,23)",0
18/04/2022,"[8,11)",24
19/04/2022,"[11,13)",0
19/04/2022,"[13,18)",0
19/04/2022,"[19,23)",0
19/04/2022,"[8,11)",12
20/04/2022,"[11,13)",0
20/04/2022,"[13,18)",0
20/04/2022,"[19,23)",0
20/04/2022,"[8,11)",12
21/04/2022,"[11,13)",0
21/04/2022,"[13,18)",0
21/04/2022,"[19,23)",0
21/04/2022,"[8,11)",0
22/04/2022,"[11,13)",0
22/04/2022,"[13,18)",0
22/04/2022,"[19,23)",0
22/04/2022,"[8,11)",12
23/04/2022,"[11,13)",0
23/04/2022,"[13,18)",0
23/04/2022,"[19,23)",0
23/04/2022,"[8,11)",0
24/04/2022,"[11,13)",0
24/04/2022,"[13,18)",0
24/04/2022,"[19,23)",0
24/04/2022,"[8,11)",0
25/04/2022,"[11,13)",12
25/04/2022,"[13,18)",0
