day,hora,divers
25/04/2022,"[19,23)",0
25/04/2022,"[8,11)",0
26/04/2022,"[11,13)",12
26/04/2022,"[13,18)",0
26/04/2022,"[19,23)",0
26/04/2022,"[8,11)",0
27/04/2022,"[11,13)",12
27/04/2022,"[13,18)",0
27/04/2022,"[19,23)",0
27/04/2022,"[8,11)",0
28/04/2022,"[11,13)",12
28/04/2022,"[13,18)",0
28/04/2022,"[19,23)",0
28/04/2022,"[8,11)",0
29/04/2022,"[11,13)",12
29/04/2022,"[13,18)",0
29/04/2022,"[19,23)",0
29/04/2022,"[8,11)",12
30/04/2022,"[11,13)",24
30/04/2022,"[13,18)",0
30/04/2022,"[19,23)",0
30/04/2022,"[8,11)",36
01/05/2022,"[11,13)",36
01/05/2022,"[13,18)",0
01/05/2022,"[19,23)",0
01/05/2022,"[8,11)",12
02/05/2022,"[11,13)",0
02/05/2022,"[13,18)",0
02/05/2022,"[19,23)",0
02/05/2022,"[8,11)",0
03/05/2022,"[11,13)",23
03/05/2022,"[13,18)",0
03/05/2022,"[19,23)",0
03/05/2022,"[8,11)",11
04/05/2022,"[11,13)",0
04/05/2022,"[13,18)",0
04/05/2022,"[19,23)",0
04/05/2022,"[8,11)",0
05/05/2022,"[11,13)",10
05/05/2022,"[13,18)",0
05/05/2022,"[19,23)",0
05/05/2022,"[8,11)",0
06/05/2022,"[11,13)",12
06/05/2022,"[13,18)",0
06/05/2022,"[19,23)",0
06/05/2022,"[8,11)",0
07/05/2022,"[11,13)",46
07/05/2022,"[13,18)",0
07/05/2022,"[19,23)",0
07/05/2022,"[8,11)",46
08/05/2022,"[11,13)",44
08/05/2022,"[13,18)",0
08/05/2022,"[19,23)",0
08/05/2022,"[8,11)",34
09/05/2022,"[11,13)",12
09/05/2022,"[13,18)",0
09/05/2022,"[19,23)",0
09/05/2022,"[8,11)",0
10/05/2022,"[11,13)",19
10/05/2022,"[13,18)",0
10/05/2022,"[19,23)",0
10/05/2022,"[8,11)",11
11/05/2022,"[11,13)",22
11/05/2022,"[13,18)",12
11/05/2022,"[19,23)",0
11/05/2022,"[8,11)",0
12/05/2022,"[11,13)",12
12/05/2022,"[13,18)",0
12/05/2022,"[19,23)",0
12/05/2022,"[8,11)",0
13/05/2022,"[11,13)",12
13/05/2022,"[13,18)",0
13/05/2022,"[19,23)",0
13/05/2022,"[8,11)",12
14/05/2022,"[11,13)",44
14/05/2022,"[13,18)",24
14/05/2022,"[19,23)",0
14/05/2022,"[8,11)",44
15/05/2022,"[11,13)",46
15/05/2022,"[13,18)",0
15/05/2022,"[19,23)",0
15/05/2022,"[8,11)",46
16/05/2022,"[11,13)",12
16/05/2022,"[13,18)",0
16/05/2022,"[19,23)",0
16/05/2022,"[8,11)",12
17/05/2022,"[11,13)",23
17/05/2022,"[13,18)",12
17/05/2022,"[19,23)",0
17/05/2022,"[8,11)",11
18/05/2022,"[11,13)",24
18/05/2022,"[13,18)",24
18/05/2022,"[19,23)",0
18/05/2022,"[8,11)",24
19/05/2022,"[11,13)",32
19/05/2022,"[13,18)",0
19/05/2022,"[19,23)",0
19/05/2022,"[8,11)",32
20/05/2022,"[11,13)",32
20/05/2022,"[13,18)",0
20/05/2022,"[19,23)",0
20/05/2022,"[8,11)",20
21/05/2022,"[11,13)",44
21/05/2022,"[13,18)",12
21/05/2022,"[19,23)",0
21/05/2022,"[8,11)",44
22/05/2022,"[11,13)",44
22/05/2022,"[13,18)",0
22/05/2022,"[19,23)",0
22/05/2022,"[8,11)",44
23/05/2022,"[11,13)",12
23/05/2022,"[13,18)",0
23/05/2022,"[19,23)",0
23/05/2022,"[8,11)",12
24/05/2022,"[11,13)",43
24/05/2022,"[13,18)",12
24/05/2022,"[19,23)",0
24/05/2022,"[8,11)",43
25/05/2022,"[11,13)",0
25/05/2022,"[13,18)",0
25/05/2022,"[19,23)",0
25/05/2022,"[8,11)",0
26/05/2022,"[11,13)",46
26/05/2022,"[13,18)",11
26/05/2022,"[19,23)",0
26/05/2022,"[8,11)",35
27/05/2022,"[11,13)",44
27/05/2022,"[13,18)",44
27/05/2022,"[19,23)",0
27/05/2022,"[8,11)",24
28/05/2022,"[11,13)",44
28/05/2022,"[13,18)",32
28/05/2022,"[19,23)",0
28/05/2022,"[8,11)",44
29/05/2022,"[11,13)",44
29/05/2022,"[13,18)",20
29/05/2022,"[19,23)",0
29/05/2022,"[8,11)",44
30/05/2022,"[11,13)",24
30/05/2022,"[13,18)",0
30/05/2022,"[19,23)",0
30/05/2022,"[8,11)",24
31/05/2022,"[11,13)",45
31/05/2022,"[13,18)",0
31/05/2022,"[19,23)",0
31/05/2022,"[8,11)",35
01/06/2022,"[11,13)",44
01/06/2022,"[13,18)",24
01/06/2022,"[19,23)",0
01/06/2022,"[8,11)",24
02/06/2022,"[11,13)",42
02/06/2022,"[13,18)",35
02/06/2022,"[19,23)",0
02/06/2022,"[8,11)",43
03/06/2022,"[11,13)",44
03/06/2022,"[13,18)",20
03/06/2022,"[19,23)",0
03/06/2022,"[8,11)",20
04/06/2022,"[11,13)",44
04/06/2022,"[13,18)",44
04/06/2022,"[19,23)",0
04/06/2022,"[8,11)",44
05/06/2022,"[11,13)",34
05/06/2022,"[13,18)",22
05/06/2022,"[19,23)",0
05/06/2022,"[8,11)",46
06/06/2022,"[11,13)",24
06/06/2022,"[13,18)",0
06/06/2022,"[19,23)",0
06/06/2022,"[8,11)",24
07/06/2022,"[11,13)",44
07/06/2022,"[13,18)",12
07/06/2022,"[19,23)",0
07/06/2022,"[8,11)",20
08/06/2022,"[11,13)",34
08/06/2022,"[13,18)",34
08/06/2022,"[19,23)",0
08/06/2022,"[8,11)",34
09/06/2022,"[11,13)",44
09/06/2022,"[13,18)",44
09/06/2022,"[19,23)",0
09/06/2022,"[8,11)",44
10/06/2022,"[11,13)",43
10/06/2022,"[13,18)",32
10/06/2022,"[19,23)",20
10/06/2022,"[8,11)",43
11/06/2022,"[11,13)",46
11/06/2022,"[13,18)",34
11/06/2022,"[19,23)",0
11/06/2022,"[8,11)",46
12/06/2022,"[11,13)",46
12/06/2022,"[13,18)",22
12/06/2022,"[19,23)",0
12/06/2022,"[8,11)",46
13/06/2022,"[11,13)",24
13/06/2022,"[13,18)",24
13/06/2022,"[19,23)",0
13/06/2022,"[8,11)",24
14/06/2022,"[11,13)",43
14/06/2022,"[13,18)",32
14/06/2022,"[19,23)",0
14/06/2022,"[8,11)",43
15/06/2022,"[11,13)",43
15/06/2022,"[13,18)",44
15/06/2022,"[19,23)",0
15/06/2022,"[8,11)",44
16/06/2022,"[11,13)",44
16/06/2022,"[13,18)",44
16/06/2022,"[19,23)",0
16/06/2022,"[8,11)",44
17/06/2022,"[11,13)",44
17/06/2022,"[13,18)",44
17/06/2022,"[19,23)",20
17/06/2022,"[8,11)",44
18/06/2022,"[11,13)",43
18/06/2022,"[13,18)",43
18/06/2022,"[19,23)",0
18/06/2022,"[8,11)",43
19/06/2022,"[11,13)",45
19/06/2022,"[13,18)",32
19/06/2022,"[19,23)",0
19/06/2022,"[8,11)",44
20/06/2022,"[11,13)",24
20/06/2022,"[13,18)",24
20/06/2022,"[19,23)",0
20/06/2022,"[8,11)",24
21/06/2022,"[11,13)",12
21/06/2022,"[13,18)",12
21/06/2022,"[19,23)",0
21/06/2022,"[8,11)",12
22/06/2022,"[11,13)",24
22/06/2022,"[13,18)",24
22/06/2022,"[19,23)",0
22/06/2022,"[8,11)",24
23/06/2022,"[11,13)",24
23/06/2022,"[13,18)",24
23/06/2022,"[19,23)",0
23/06/2022,"[8,11)",24
24/06/2022,"[11,13)",44
24/06/2022,"[13,18)",44
24/06/2022,"[19,23)",20
24/06/2022,"[8,11)",34
25/06/2022,"[11,13)",44
25/06/2022,"[13,18)",44
25/06/2022,"[19,23)",0
25/06/2022,"[8,11)",44
26/06/2022,"[11,13)",46
26/06/2022,"[13,18)",22
26/06/2022,"[19,23)",0
26/06/2022,"[8,11)",46
27/06/2022,"[11,13)",24
27/06/2022,"[13,18)",24
27/06/2022,"[19,23)",0
27/06/2022,"[8,11)",24
28/06/2022,"[11,13)",43
28/06/2022,"[13,18)",32
28/06/2022,"[19,23)",0
28/06/2022,"[8,11)",43
29/06/2022,"[11,13)",44
29/06/2022,"[13,18)",44
29/06/2022,"[19,23)",12
29/06/2022,"[8,11)",44
30/06/2022,"[11,13)",43
30/06/2022,"[13,18)",32
30/06/2022,"[19,23)",0
30/06/2022,"[8,11)",43
01/07/2022,"[11,13)",44
01/07/2022,"[13,18)",44
01/07/2022,"[19,23)",0
01/07/2022,"[8,11)",44
02/07/2022,"[11,13)",46
02/07/2022,"[13,18)",46
02/07/2022,"[19,23)",0
02/07/2022,"[8,11)",46
03/07/2022,"[11,13)",46
03/07/2022,"[13,18)",44
03/07/2022,"[19,23)",0
03/07/2022,"[8,11)",46
04/07/2022,"[11,13)",24
04/07/2022,"[13,18)",24
04/07/2022,"[19,23)",0
04/07/2022,"[8,11)",0
05/07/2022,"[11,13)",44
05/07/2022,"[13,18)",44
05/07/2022,"[19,23)",0
05/07/2022,"[8,11)",44
06/07/2022,"[11,13)",44
06/07/2022,"[13,18)",44
06/07/2022,"[19,23)",0
06/07/2022,"[8,11)",44
07/07/2022,"[11,13)",43
07/07/2022,"[13,18)",44
07/07/2022,"[19,23)",20
07/07/2022,"[8,11)",43
08/07/2022,"[11,13)",34
08/07/2022,"[13,18)",33
08/07/2022,"[19,23)",20
08/07/2022,"[8,11)",34
09/07/2022,"[11,13)",44
09/07/2022,"[13,18)",44
09/07/2022,"[19,23)",0
09/07/2022,"[8,11)",44
10/07/2022,"[11,13)",44
10/07/2022,"[13,18)",44
10/07/2022,"[19,23)",0
10/07/2022,"[8,11)",44
11/07/2022,"[11,13)",24
11/07/2022,"[13,18)",24
11/07/2022,"[19,23)",0
11/07/2022,"[8,11)",24
12/07/2022,"[11,13)",44
12/07/2022,"[13,18)",22
12/07/2022,"[19,23)",0
12/07/2022,"[8,11)",46
13/07/2022,"[11,13)",44
13/07/2022,"[13,18)",44
13/07/2022,"[19,23)",12
13/07/2022,"[8,11)",46
14/07/2022,"[11,13)",43
14/07/2022,"[13,18)",44
14/07/2022,"[19,23)",20
14/07/2022,"[8,11)",43
15/07/2022,"[11,13)",44
15/07/2022,"[13,18)",44
15/07/2022,"[19,23)",12
15/07/2022,"[8,11)",44
16/07/2022,"[11,13)",46
16/07/2022,"[13,18)",46
16/07/2022,"[19,23)",0
16/07/2022,"[8,11)",45
17/07/2022,"[11,13)",45
17/07/2022,"[13,18)",48
17/07/2022,"[19,23)",0
17/07/2022,"[8,11)",46
18/07/2022,"[11,13)",24
18/07/2022,"[13,18)",24
18/07/2022,"[19,23)",0
18/07/2022,"[8,11)",36
19/07/2022,"[11,13)",45
19/07/2022,"[13,18)",34
19/07/2022,"[19,23)",0
19/07/2022,"[8,11)",45
20/07/2022,"[11,13)",44
20/07/2022,"[13,18)",45
20/07/2022,"[19,23)",0
20/07/2022,"[8,11)",44
21/07/2022,"[11,13)",44
21/07/2022,"[13,18)",20
21/07/2022,"[19,23)",21
21/07/2022,"[8,11)",44
22/07/2022,"[11,13)",34
22/07/2022,"[13,18)",45
22/07/2022,"[19,23)",20
22/07/2022,"[8,11)",34
23/07/2022,"[11,13)",46
23/07/2022,"[13,18)",46
23/07/2022,"[19,23)",0
23/07/2022,"[8,11)",46
24/07/2022,"[11,13)",44
24/07/2022,"[13,18)",32
24/07/2022,"[19,23)",0
24/07/2022,"[8,11)",44
25/07/2022,"[11,13)",48
25/07/2022,"[13,18)",24
25/07/2022,"[19,23)",0
25/07/2022,"[8,11)",36
26/07/2022,"[11,13)",43
26/07/2022,"[13,18)",44
26/07/2022,"[19,23)",0
26/07/2022,"[8,11)",43
27/07/2022,"[11,13)",44
27/07/2022,"[13,18)",44
27/07/2022,"[19,23)",10
27/07/2022,"[8,11)",44
28/07/2022,"[11,13)",44
28/07/2022,"[13,18)",44
28/07/2022,"[19,23)",0
28/07/2022,"[8,11)",43
29/07/2022,"[11,13)",44
29/07/2022,"[13,18)",44
29/07/2022,"[19,23)",44
29/07/2022,"[8,11)",44
30/07/2022,"[11,13)",45
30/07/2022,"[13,18)",46
30/07/2022,"[19,23)",0
30/07/2022,"[8,11)",45
31/07/2022,"[11,13)",44
31/07/2022,"[13,18)",32
31/07/2022,"[19,23)",0
31/07/2022,"[8,11)",44
01/08/2022,"[11,13)",24
01/08/2022,"[13,18)",24
01/08/2022,"[19,23)",0
01/08/2022,"[8,11)",48
02/08/2022,"[11,13)",45
02/08/2022,"[13,18)",34
02/08/2022,"[19,23)",0
02/08/2022,"[8,11)",45
03/08/2022,"[11,13)",44
03/08/2022,"[13,18)",46
03/08/2022,"[19,23)",24
03/08/2022,"[8,11)",44
04/08/2022,"[11,13)",35
04/08/2022,"[13,18)",36
04/08/2022,"[19,23)",10
04/08/2022,"[8,11)",35
05/08/2022,"[11,13)",34
05/08/2022,"[13,18)",46
05/08/2022,"[19,23)",30
05/08/2022,"[8,11)",34
06/08/2022,"[11,13)",44
06/08/2022,"[13,18)",44
06/08/2022,"[19,23)",0
06/08/2022,"[8,11)",44
07/08/2022,"[11,13)",46
07/08/2022,"[13,18)",22
07/08/2022,"[19,23)",0
07/08/2022,"[8,11)",45
08/08/2022,"[11,13)",24
08/08/2022,"[13,18)",24
08/08/2022,"[19,23)",0
08/08/2022,"[8,11)",24
09/08/2022,"[11,13)",43
09/08/2022,"[13,18)",20
09/08/2022,"[19,23)",10
09/08/2022,"[8,11)",43
10/08/2022,"[11,13)",44
10/08/2022,"[13,18)",44
10/08/2022,"[19,23)",12
10/08/2022,"[8,11)",44
11/08/2022,"[11,13)",44
11/08/2022,"[13,18)",44
11/08/2022,"[19,23)",32
11/08/2022,"[8,11)",44
12/08/2022,"[11,13)",45
12/08/2022,"[13,18)",44
12/08/2022,"[19,23)",32
12/08/2022,"[8,11)",43
13/08/2022,"[11,13)",45
13/08/2022,"[13,18)",46
13/08/2022,"[19,23)",0
13/08/2022,"[8,11)",45
14/08/2022,"[11,13)",44
14/08/2022,"[13,18)",44
14/08/2022,"[19,23)",0
14/08/2022,"[8,11)",44
15/08/2022,"[11,13)",44
15/08/2022,"[13,18)",44
15/08/2022,"[19,23)",0
15/08/2022,"[8,11)",44
16/08/2022,"[11,13)",43
16/08/2022,"[13,18)",32
16/08/2022,"[19,23)",0
16/08/2022,"[8,11)",43
17/08/2022,"[11,13)",42
17/08/2022,"[13,18)",43
17/08/2022,"[19,23)",12
17/08/2022,"[8,11)",42
18/08/2022,"[11,13)",44
18/08/2022,"[13,18)",45
18/08/2022,"[19,23)",32
18/08/2022,"[8,11)",45
19/08/2022,"[11,13)",44
19/08/2022,"[13,18)",44
19/08/2022,"[19,23)",20
19/08/2022,"[8,11)",44
20/08/2022,"[11,13)",45
20/08/2022,"[13,18)",45
20/08/2022,"[19,23)",0
20/08/2022,"[8,11)",44
21/08/2022,"[11,13)",43
21/08/2022,"[13,18)",32
21/08/2022,"[19,23)",0
21/08/2022,"[8,11)",43
22/08/2022,"[11,13)",48
22/08/2022,"[13,18)",24
22/08/2022,"[19,23)",0
22/08/2022,"[8,11)",48
23/08/2022,"[11,13)",42
23/08/2022,"[13,18)",32
23/08/2022,"[19,23)",0
23/08/2022,"[8,11)",43
24/08/2022,"[11,13)",43
24/08/2022,"[13,18)",45
24/08/2022,"[19,23)",12
24/08/2022,"[8,11)",43
25/08/2022,"[11,13)",43
25/08/2022,"[13,18)",44
25/08/2022,"[19,23)",20
25/08/2022,"[8,11)",43
26/08/2022,"[11,13)",44
26/08/2022,"[13,18)",44
26/08/2022,"[19,23)",20
26/08/2022,"[8,11)",44
27/08/2022,"[11,13)",45
27/08/2022,"[13,18)",45
27/08/2022,"[19,23)",0
27/08/2022,"[8,11)",45
28/08/2022,"[11,13)",46
28/08/2022,"[13,18)",34
28/08/2022,"[19,23)",0
28/08/2022,"[8,11)",44
29/08/2022,"[11,13)",24
29/08/2022,"[13,18)",24
29/08/2022,"[19,23)",0
29/08/2022,"[8,11)",24
30/08/2022,"[11,13)",45
30/08/2022,"[13,18)",34
30/08/2022,"[19,23)",0
30/08/2022,"[8,11)",45
31/08/2022,"[11,13)",43
31/08/2022,"[13,18)",45
31/08/2022,"[19,23)",12
31/08/2022,"[8,11)",44
01/09/2022,"[11,13)",46
01/09/2022,"[13,18)",45
01/09/2022,"[19,23)",20
01/09/2022,"[8,11)",45
02/09/2022,"[11,13)",45
02/09/2022,"[13,18)",44
02/09/2022,"[19,23)",32
02/09/2022,"[8,11)",44
03/09/2022,"[11,13)",44
03/09/2022,"[13,18)",44
03/09/2022,"[19,23)",0
03/09/2022,"[8,11)",44
04/09/2022,"[11,13)",44
04/09/2022,"[13,18)",44
04/09/2022,"[19,23)",0
04/09/2022,"[8,11)",44
05/09/2022,"[11,13)",44
05/09/2022,"[13,18)",44
05/09/2022,"[19,23)",0
05/09/2022,"[8,11)",44
06/09/2022,"[11,13)",45
06/09/2022,"[13,18)",34
06/09/2022,"[19,23)",0
06/09/2022,"[8,11)",45
07/09/2022,"[11,13)",44
07/09/2022,"[13,18)",44
07/09/2022,"[19,23)",0
07/09/2022,"[8,11)",24
08/09/2022,"[11,13)",45
08/09/2022,"[13,18)",44
08/09/2022,"[19,23)",20
08/09/2022,"[8,11)",45
09/09/2022,"[11,13)",44
09/09/2022,"[13,18)",44
09/09/2022,"[19,23)",32
09/09/2022,"[8,11)",44
10/09/2022,"[11,13)",40
10/09/2022,"[13,18)",44
10/09/2022,"[19,23)",0
10/09/2022,"[8,11)",46
11/09/2022,"[11,13)",46
11/09/2022,"[13,18)",44
11/09/2022,"[19,23)",0
11/09/2022,"[8,11)",46
12/09/2022,"[11,13)",24
12/09/2022,"[13,18)",24
12/09/2022,"[19,23)",0
12/09/2022,"[8,11)",0
13/09/2022,"[11,13)",45
13/09/2022,"[13,18)",44
13/09/2022,"[19,23)",0
13/09/2022,"[8,11)",45
14/09/2022,"[11,13)",44
14/09/2022,"[13,18)",44
14/09/2022,"[19,23)",0
14/09/2022,"[8,11)",44
15/09/2022,"[11,13)",45
15/09/2022,"[13,18)",34
15/09/2022,"[19,23)",10
15/09/2022,"[8,11)",45
16/09/2022,"[11,13)",20
16/09/2022,"[13,18)",44
16/09/2022,"[19,23)",21
16/09/2022,"[8,11)",0
17/09/2022,"[11,13)",44
17/09/2022,"[13,18)",32
17/09/2022,"[19,23)",0
17/09/2022,"[8,11)",44
18/09/2022,"[11,13)",44
18/09/2022,"[13,18)",44
18/09/2022,"[19,23)",0
18/09/2022,"[8,11)",44
19/09/2022,"[11,13)",24
19/09/2022,"[13,18)",24
19/09/2022,"[19,23)",0
19/09/2022,"[8,11)",0
20/09/2022,"[11,13)",45
20/09/2022,"[13,18)",34
20/09/2022,"[19,23)",0
20/09/2022,"[8,11)",45
21/09/2022,"[11,13)",34
21/09/2022,"[13,18)",34
21/09/2022,"[19,23)",0
21/09/2022,"[8,11)",46
22/09/2022,"[11,13)",43
22/09/2022,"[13,18)",44
22/09/2022,"[19,23)",0
22/09/2022,"[8,11)",35
23/09/2022,"[11,13)",44
23/09/2022,"[13,18)",44
23/09/2022,"[19,23)",19
23/09/2022,"[8,11)",44
24/09/2022,"[11,13)",46
24/09/2022,"[13,18)",46
24/09/2022,"[19,23)",0
24/09/2022,"[8,11)",46
25/09/2022,"[11,13)",46
25/09/2022,"[13,18)",42
25/09/2022,"[19,23)",0
25/09/2022,"[8,11)",46
26/09/2022,"[11,13)",24
26/09/2022,"[13,18)",24
26/09/2022,"[19,23)",0
26/09/2022,"[8,11)",24
27/09/2022,"[11,13)",35
27/09/2022,"[13,18)",12
27/09/2022,"[19,23)",0
27/09/2022,"[8,11)",11
28/09/2022,"[11,13)",32
28/09/2022,"[13,18)",32
28/09/2022,"[19,23)",0
28/09/2022,"[8,11)",32
29/09/2022,"[11,13)",35
29/09/2022,"[13,18)",34
29/09/2022,"[19,23)",10
29/09/2022,"[8,11)",35
30/09/2022,"[11,13)",44
30/09/2022,"[13,18)",44
30/09/2022,"[19,23)",0
30/09/2022,"[8,11)",44
01/10/2022,"[11,13)",46
01/10/2022,"[13,18)",34
01/10/2022,"[19,23)",0
01/10/2022,"[8,11)",46
02/10/2022,"[11,13)",46
02/10/2022,"[13,18)",44
02/10/2022,"[19,23)",0
02/10/2022,"[8,11)",46
03/10/2022,"[11,13)",24
03/10/2022,"[13,18)",24
03/10/2022,"[19,23)",0
03/10/2022,"[8,11)",0
04/10/2022,"[11,13)",43
04/10/2022,"[13,18)",32
04/10/2022,"[19,23)",10
04/10/2022,"[8,11)",43
05/10/2022,"[11,13)",44
05/10/2022,"[13,18)",44
05/10/2022,"[19,23)",0
05/10/2022,"[8,11)",44
06/10/2022,"[11,13)",44
06/10/2022,"[13,18)",44
06/10/2022,"[19,23)",0
06/10/2022,"[8,11)",45
07/10/2022,"[11,13)",34
07/10/2022,"[13,18)",34
07/10/2022,"[19,23)",0
07/10/2022,"[8,11)",34
08/10/2022,"[11,13)",46
08/10/2022,"[13,18)",46
08/10/2022,"[19,23)",0
08/10/2022,"[8,11)",46
09/10/2022,"[11,13)",46
09/10/2022,"[13,18)",21
09/10/2022,"[19,23)",0
09/10/2022,"[8,11)",46
10/10/2022,"[11,13)",24
10/10/2022,"[13,18)",24
10/10/2022,"[19,23)",0
10/10/2022,"[8,11)",48
11/10/2022,"[11,13)",46
11/10/2022,"[13,18)",24
11/10/2022,"[19,23)",0
11/10/2022,"[8,11)",35
12/10/2022,"[11,13)",44
12/10/2022,"[13,18)",36
12/10/2022,"[19,23)",0
12/10/2022,"[8,11)",44
13/10/2022,"[11,13)",46
13/10/2022,"[13,18)",24
13/10/2022,"[19,23)",0
13/10/2022,"[8,11)",46
14/10/2022,"[11,13)",44
14/10/2022,"[13,18)",43
14/10/2022,"[19,23)",0
14/10/2022,"[8,11)",44
15/10/2022,"[11,13)",46
15/10/2022,"[13,18)",46
15/10/2022,"[19,23)",0
15/10/2022,"[8,11)",46
16/10/2022,"[11,13)",45
16/10/2022,"[13,18)",10
16/10/2022,"[19,23)",0
16/10/2022,"[8,11)",46
17/10/2022,"[11,13)",24
17/10/2022,"[13,18)",24
17/10/2022,"[19,23)",0
17/10/2022,"[8,11)",24
18/10/2022,"[11,13)",35
18/10/2022,"[13,18)",24
18/10/2022,"[19,23)",0
18/10/2022,"[8,11)",35
19/10/2022,"[11,13)",34
19/10/2022,"[13,18)",24
19/10/2022,"[19,23)",0
19/10/2022,"[8,11)",34
20/10/2022,"[11,13)",44
20/10/2022,"[13,18)",44
20/10/2022,"[19,23)",0
20/10/2022,"[8,11)",34
21/10/2022,"[11,13)",24
21/10/2022,"[13,18)",34
21/10/2022,"[19,23)",0
21/10/2022,"[8,11)",24
22/10/2022,"[11,13)",44
22/10/2022,"[13,18)",44
22/10/2022,"[19,23)",0
22/10/2022,"[8,11)",44
23/10/2022,"[11,13)",45
23/10/2022,"[13,18)",44
23/10/2022,"[19,23)",0
23/10/2022,"[8,11)",46
24/10/2022,"[11,13)",24
24/10/2022,"[13,18)",24
24/10/2022,"[19,23)",0
24/10/2022,"[8,11)",24
25/10/2022,"[11,13)",35
25/10/2022,"[13,18)",24
25/10/2022,"[19,23)",0
25/10/2022,"[8,11)",35
26/10/2022,"[11,13)",44
26/10/2022,"[13,18)",24
26/10/2022,"[19,23)",0
26/10/2022,"[8,11)",44
27/10/2022,"[11,13)",24
27/10/2022,"[13,18)",24
27/10/2022,"[19,23)",0
27/10/2022,"[8,11)",24
28/10/2022,"[11,13)",34
28/10/2022,"[13,18)",44
28/10/2022,"[19,23)",0
28/10/2022,"[8,11)",10
29/10/2022,"[11,13)",43
29/10/2022,"[13,18)",44
29/10/2022,"[19,23)",0
29/10/2022,"[8,11)",43
30/10/2022,"[11,13)",44
30/10/2022,"[13,18)",20
30/10/2022,"[19,23)",0
30/10/2022,"[8,11)",44
31/10/2022,"[11,13)",24
31/10/2022,"[13,18)",24
31/10/2022,"[19,23)",0
31/10/2022,"[8,11)",0
01/11/2022,"[11,13)",44
01/11/2022,"[13,18)",20
01/11/2022,"[19,23)",0
01/11/2022,"[8,11)",44
02/11/2022,"[11,13)",19
02/11/2022,"[13,18)",0
02/11/2022,"[19,23)",0
02/11/2022,"[8,11)",19
03/11/2022,"[11,13)",20
03/11/2022,"[13,18)",0
03/11/2022,"[19,23)",0
03/11/2022,"[8,11)",20
04/11/2022,"[11,13)",0
04/11/2022,"[13,18)",0
04/11/2022,"[19,23)",0
04/11/2022,"[8,11)",0
05/11/2022,"[11,13)",34
05/11/2022,"[13,18)",10
05/11/2022,"[19,23)",0
05/11/2022,"[8,11)",34
06/11/2022,"[11,13)",46
06/11/2022,"[13,18)",0
06/11/2022,"[19,23)",0
06/11/2022,"[8,11)",46
07/11/2022,"[11,13)",0
07/11/2022,"[13,18)",0
07/11/2022,"[19,23)",0
07/11/2022,"[8,11)",0
08/11/2022,"[11,13)",0
08/11/2022,"[13,18)",0
08/11/2022,"[19,23)",0
08/11/2022,"[8,11)",0
09/11/2022,"[11,13)",0
09/11/2022,"[13,18)",0
09/11/2022,"[19,23)",0
09/11/2022,"[8,11)",0
10/11/2022,"[11,13)",0
10/11/2022,"[13,18)",0
10/11/2022,"[19,23)",0
10/11/2022,"[8,11)",0
11/11/2022,"[11,13)",0
11/11/2022,"[13,18)",20
11/11/2022,"[19,23)",0
11/11/2022,"[8,11)",0
12/11/2022,"[11,13)",40
12/11/2022,"[13,18)",23
12/11/2022,"[19,23)",0
12/11/2022,"[8,11)",43
13/11/2022,"[11,13)",44
13/11/2022,"[13,18)",0
13/11/2022,"[19,23)",0
13/11/2022,"[8,11)",44
14/11/2022,"[11,13)",0
14/11/2022,"[13,18)",0
14/11/2022,"[19,23)",0
14/11/2022,"[8,11)",0
15/11/2022,"[11,13)",0
15/11/2022,"[13,18)",0
15/11/2022,"[19,23)",0
15/11/2022,"[8,11)",0
16/11/2022,"[11,13)",0
16/11/2022,"[13,18)",0
16/11/2022,"[19,23)",0
16/11/2022,"[8,11)",0
17/11/2022,"[11,13)",0
17/11/2022,"[13,18)",0
17/11/2022,"[19,23)",0
17/11/2022,"[8,11)",0
18/11/2022,"[11,13)",0
18/11/2022,"[13,18)",0
18/11/2022,"[19,23)",0
18/11/2022,"[8,11)",0
19/11/2022,"[11,13)",0
19/11/2022,"[13,18)",0
19/11/2022,"[19,23)",0
19/11/2022,"[8,11)",0
20/11/2022,"[11,13)",0
20/11/2022,"[13,18)",0
20/11/2022,"[19,23)",0
20/11/2022,"[8,11)",0
21/11/2022,"[11,13)",0
21/11/2022,"[13,18)",0
21/11/2022,"[19,23)",0
21/11/2022,"[8,11)",0
22/11/2022,"[11,13)",0
22/11/2022,"[13,18)",0
22/11/2022,"[19,23)",0
22/11/2022,"[8,11)",0
23/11/2022,"[11,13)",0
23/11/2022,"[13,18)",0
23/11/2022,"[19,23)",0
23/11/2022,"[8,11)",0
24/11/2022,"[11,13)",0
24/11/2022,"[13,18)",0
24/11/2022,"[19,23)",0
24/11/2022,"[8,11)",0
25/11/2022,"[11,13)",0
25/11/2022,"[13,18)",0
25/11/2022,"[19,23)",0
25/11/2022,"[8,11)",0
26/11/2022,"[11,13)",32
26/11/2022,"[13,18)",20
26/11/2022,"[19,23)",0
26/11/2022,"[8,11)",12
27/11/2022,"[11,13)",20
27/11/2022,"[13,18)",20
27/11/2022,"[19,23)",0
27/11/2022,"[8,11)",20
28/11/2022,"[11,13)",0
28/11/2022,"[13,18)",0
28/11/2022,"[19,23)",0
28/11/2022,"[8,11)",0
29/11/2022,"[11,13)",0
29/11/2022,"[13,18)",0
29/11/2022,"[19,23)",0
29/11/2022,"[8,11)",0
